county,fips,year,ozonePersonDayMon,ozoneDayStdMon,ozoneDayStdMod,ozoneAvgMod,ozoneModelFlag,pm25AvgMon,pm25PersonDayMon,pm25PctMon,pm25AvgMod,pm25ModelFlag,hasMonitor,hasOzoneMonitor,hasPm25Monitor,
"Chippewa","27023","2001","No data available","No data available","0","No data available","1","No data available","No data available","No data available","10.5","1","n","n","n"
"Chippewa","27023","2002","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.9","1","n","n","n"
"Chippewa","27023","2003","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.8","1","n","n","n"
"Chippewa","27023","2004","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.7","1","n","n","n"
"Chippewa","27023","2005","No data available","No data available","0","No data available","1","No data available","No data available","No data available","10","1","n","n","n"
"Chippewa","27023","2006","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.3","1","n","n","n"
"Chippewa","27023","2007","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.7","1","n","n","n"
"Chippewa","27023","2008","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.4","1","n","n","n"
"Chippewa","27023","2009","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.3","1","n","n","n"
"Chippewa","27023","2010","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.2","1","n","n","n"
"Chippewa","27023","2011","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.7","1","n","n","n"
"Chippewa","27023","2012","No data available","No data available","0","37.33","1","No data available","No data available","No data available","9.06","1","n","n","n"
"Chippewa","27023","2013","No data available","No data available","null","42.88","0","No data available","No data available","No data available","8.15","0","n","n","n"
"Chippewa","27023","2014","No data available","No data available","null","35.38","0","No data available","No data available","No data available","6.26","0","n","n","n"
"Chippewa","27023","2015","No data available","No data available","null","35","null","No data available","No data available","No data available","9.06","0","n","n","n"
"Chippewa","27023","2016","No data available","No data available","null","34","null","No data available","No data available","No data available","6.2","null","n","n","n"
"Chippewa","27023","2017","No data available","No data available","null","36","null","No data available","No data available","No data available","6.2","null","n","n","n"
"Chisago","27025","2001","No data available","No data available","7","No data available","1","No data available","No data available","No data available","10.8","1","n","n","n"
"Chisago","27025","2002","No data available","No data available","3","No data available","1","No data available","No data available","No data available","9.8","1","n","n","n"
"Chisago","27025","2003","No data available","No data available","3","No data available","1","No data available","No data available","No data available","10.2","1","n","n","n"
"Chisago","27025","2004","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.8","1","n","n","n"
"Chisago","27025","2005","No data available","No data available","6","No data available","1","No data available","No data available","No data available","10.9","1","n","n","n"
"Chisago","27025","2006","No data available","No data available","2","No data available","1","No data available","No data available","No data available","9.6","1","n","n","n"
"Chisago","27025","2007","No data available","No data available","4","No data available","1","No data available","No data available","No data available","10.3","1","n","n","n"
"Chisago","27025","2008","No data available","No data available","0","No data available","1","No data available","No data available","No data available","10","1","n","n","n"
"Chisago","27025","2009","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.7","1","n","n","n"
"Chisago","27025","2010","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.0","1","n","n","n"
"Chisago","27025","2011","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.3","1","n","n","n"
"Chisago","27025","2012","No data available","No data available","1","36.20","1","No data available","No data available","No data available","9.16","1","n","n","n"
"Chisago","27025","2013","No data available","No data available","null","40.11","0","No data available","No data available","No data available","8.70","0","n","n","n"
"Chisago","27025","2014","No data available","No data available","null","33.92","0","No data available","No data available","No data available","7.06","0","n","n","n"
"Chisago","27025","2015","No data available","No data available","null","35","null","No data available","No data available","No data available","9.16","0","n","n","n"
"Chisago","27025","2016","No data available","No data available","null","33","null","No data available","No data available","No data available","6.8","null","n","n","n"
"Chisago","27025","2017","No data available","No data available","null","34","null","No data available","No data available","No data available","6.9","null","n","n","n"
"Clay","27027","2001","No data available","No data available","0","No data available","1","No data available","No data available","No data available","10.2","1","n","n","n"
"Clay","27027","2002","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.6","1","n","n","n"
"Clay","27027","2003","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.3","1","n","n","n"
"Clay","27027","2004","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.1","1","n","n","n"
"Clay","27027","2005","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.3","1","n","n","n"
"Clay","27027","2006","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.8","1","n","n","n"
"Clay","27027","2007","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.1","1","n","n","n"
"Clay","27027","2008","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.1","1","n","n","n"
"Clay","27027","2009","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.1","1","n","n","n"
"Clay","27027","2010","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.0","1","n","n","n"
"Clay","27027","2011","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.6","1","n","n","n"
"Clay","27027","2012","No data available","No data available","0","35.36","1","No data available","No data available","No data available","8.77","1","n","n","n"
"Clay","27027","2013","No data available","No data available","null","39.81","0","No data available","No data available","No data available","7.76","0","n","n","n"
"Clay","27027","2014","No data available","No data available","null","33.81","0","No data available","No data available","No data available","6.62","0","n","n","n"
"Clay","27027","2015","No data available","No data available","null","34","null","No data available","No data available","No data available","8.77","0","n","n","n"
"Clay","27027","2016","No data available","No data available","null","32","null","No data available","No data available","No data available","5.9","null","n","n","n"
"Clay","27027","2017","No data available","No data available","null","34","null","No data available","No data available","No data available","7.6","null","n","n","n"
"Clearwater","27029","2001","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.5","1","n","n","n"
"Clearwater","27029","2002","No data available","No data available","0","No data available","1","No data available","No data available","No data available","7.6","1","n","n","n"
"Clearwater","27029","2003","No data available","No data available","0","No data available","1","No data available","No data available","No data available","7.7","1","n","n","n"
"Clearwater","27029","2004","No data available","No data available","0","No data available","1","No data available","No data available","No data available","7.8","1","n","n","n"
"Clearwater","27029","2005","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8","1","n","n","n"
"Clearwater","27029","2006","No data available","No data available","0","No data available","1","No data available","No data available","No data available","7.6","1","n","n","n"
"Clearwater","27029","2007","No data available","No data available","0","No data available","1","No data available","No data available","No data available","7.5","1","n","n","n"
"Clearwater","27029","2008","No data available","No data available","0","No data available","1","No data available","No data available","No data available","7.9","1","n","n","n"
"Clearwater","27029","2009","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.0","1","n","n","n"
"Clearwater","27029","2010","No data available","No data available","0","No data available","1","No data available","No data available","No data available","7.6","1","n","n","n"
"Clearwater","27029","2011","No data available","No data available","0","No data available","1","No data available","No data available","No data available","7.5","1","n","n","n"
"Clearwater","27029","2012","No data available","No data available","0","35.55","1","No data available","No data available","No data available","7.86","1","n","n","n"
"Clearwater","27029","2013","No data available","No data available","null","38.02","0","No data available","No data available","No data available","7.11","0","n","n","n"
"Clearwater","27029","2014","No data available","No data available","null","33.50","0","No data available","No data available","No data available","5.84","0","n","n","n"
"Clearwater","27029","2015","No data available","No data available","null","34","null","No data available","No data available","No data available","7.86","0","n","n","n"
"Clearwater","27029","2016","No data available","No data available","null","32","null","No data available","No data available","No data available","5.4","null","n","n","n"
"Clearwater","27029","2017","No data available","No data available","null","34","null","No data available","No data available","No data available","6.0","null","n","n","n"
