statecounty,county,Year,Pollutant,Unit,Average concentration
27137,"St. Louis County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.2
27137,"St. Louis County, Minnesota",2017,Ozone,parts per billion,33
27137,"St. Louis County, Minnesota",2017,PM2.5,micrograms per cubic meter,5.3
27137,"St. Louis County, Minnesota",2018,Ozone,parts per billion,35
27137,"St. Louis County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.1
27137,"St. Louis County, Minnesota",2019,Ozone,parts per billion,34
27137,"St. Louis County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.5
27137,"St. Louis County, Minnesota",2020,Ozone,parts per billion,34
27137,"St. Louis County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.7
27137,"St. Louis County, Minnesota",2021,Ozone,parts per billion,36
27137,"St. Louis County, Minnesota",2021,PM2.5,micrograms per cubic meter,6.7
27139,"Scott County, Minnesota",2008,Ozone,parts per billion,37
27139,"Scott County, Minnesota",2008,PM2.5,micrograms per cubic meter,11.3
27139,"Scott County, Minnesota",2009,Ozone,parts per billion,36
27139,"Scott County, Minnesota",2009,PM2.5,micrograms per cubic meter,10.6
27139,"Scott County, Minnesota",2010,Ozone,parts per billion,37
27139,"Scott County, Minnesota",2010,PM2.5,micrograms per cubic meter,10.5
27139,"Scott County, Minnesota",2011,Ozone,parts per billion,37
27139,"Scott County, Minnesota",2011,PM2.5,micrograms per cubic meter,10.5
27139,"Scott County, Minnesota",2012,Ozone,parts per billion,37
27139,"Scott County, Minnesota",2012,PM2.5,micrograms per cubic meter,10.7
27139,"Scott County, Minnesota",2013,Ozone,parts per billion,37
27139,"Scott County, Minnesota",2013,PM2.5,micrograms per cubic meter,9.9
27139,"Scott County, Minnesota",2014,Ozone,parts per billion,35
27139,"Scott County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.6
27139,"Scott County, Minnesota",2015,Ozone,parts per billion,35
27139,"Scott County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.6
27139,"Scott County, Minnesota",2016,Ozone,parts per billion,34
27139,"Scott County, Minnesota",2016,PM2.5,micrograms per cubic meter,7
27139,"Scott County, Minnesota",2017,Ozone,parts per billion,35
27139,"Scott County, Minnesota",2017,PM2.5,micrograms per cubic meter,7.4
27139,"Scott County, Minnesota",2018,Ozone,parts per billion,36
27139,"Scott County, Minnesota",2018,PM2.5,micrograms per cubic meter,7.9
27139,"Scott County, Minnesota",2019,Ozone,parts per billion,35
27139,"Scott County, Minnesota",2019,PM2.5,micrograms per cubic meter,7.4
27139,"Scott County, Minnesota",2020,Ozone,parts per billion,34
27139,"Scott County, Minnesota",2020,PM2.5,micrograms per cubic meter,7.3
27139,"Scott County, Minnesota",2021,Ozone,parts per billion,37
27139,"Scott County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.9
27141,"Sherburne County, Minnesota",2008,Ozone,parts per billion,35
27141,"Sherburne County, Minnesota",2008,PM2.5,micrograms per cubic meter,10.2
27141,"Sherburne County, Minnesota",2009,Ozone,parts per billion,35
27141,"Sherburne County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.8
27141,"Sherburne County, Minnesota",2010,Ozone,parts per billion,37
27141,"Sherburne County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.4
27141,"Sherburne County, Minnesota",2011,Ozone,parts per billion,37
27141,"Sherburne County, Minnesota",2011,PM2.5,micrograms per cubic meter,9.7
27141,"Sherburne County, Minnesota",2012,Ozone,parts per billion,36
27141,"Sherburne County, Minnesota",2012,PM2.5,micrograms per cubic meter,10.1
27141,"Sherburne County, Minnesota",2013,Ozone,parts per billion,36
27141,"Sherburne County, Minnesota",2013,PM2.5,micrograms per cubic meter,9.6
27141,"Sherburne County, Minnesota",2014,Ozone,parts per billion,34
27141,"Sherburne County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.1
27141,"Sherburne County, Minnesota",2015,Ozone,parts per billion,35
27141,"Sherburne County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.9
27141,"Sherburne County, Minnesota",2016,Ozone,parts per billion,33
27141,"Sherburne County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.7
27141,"Sherburne County, Minnesota",2017,Ozone,parts per billion,35
27141,"Sherburne County, Minnesota",2017,PM2.5,micrograms per cubic meter,7.1
27141,"Sherburne County, Minnesota",2018,Ozone,parts per billion,36
27141,"Sherburne County, Minnesota",2018,PM2.5,micrograms per cubic meter,7.3
27141,"Sherburne County, Minnesota",2019,Ozone,parts per billion,35
27141,"Sherburne County, Minnesota",2019,PM2.5,micrograms per cubic meter,6.4
27141,"Sherburne County, Minnesota",2020,Ozone,parts per billion,35
27141,"Sherburne County, Minnesota",2020,PM2.5,micrograms per cubic meter,6.6
27141,"Sherburne County, Minnesota",2021,Ozone,parts per billion,38
27141,"Sherburne County, Minnesota",2021,PM2.5,micrograms per cubic meter,8.9
27143,"Sibley County, Minnesota",2008,Ozone,parts per billion,37
27143,"Sibley County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.8
27143,"Sibley County, Minnesota",2009,Ozone,parts per billion,36
27143,"Sibley County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.6
27143,"Sibley County, Minnesota",2010,Ozone,parts per billion,37
27143,"Sibley County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.2
27143,"Sibley County, Minnesota",2011,Ozone,parts per billion,38
27143,"Sibley County, Minnesota",2011,PM2.5,micrograms per cubic meter,9.1
27143,"Sibley County, Minnesota",2012,Ozone,parts per billion,38
27143,"Sibley County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.6
27143,"Sibley County, Minnesota",2013,Ozone,parts per billion,38
27143,"Sibley County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.9
27143,"Sibley County, Minnesota",2014,Ozone,parts per billion,35
27143,"Sibley County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.1
27143,"Sibley County, Minnesota",2015,Ozone,parts per billion,36
27143,"Sibley County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.4
27143,"Sibley County, Minnesota",2016,Ozone,parts per billion,34
27143,"Sibley County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.7
27143,"Sibley County, Minnesota",2017,Ozone,parts per billion,35
27143,"Sibley County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.8
27143,"Sibley County, Minnesota",2018,Ozone,parts per billion,36
27143,"Sibley County, Minnesota",2018,PM2.5,micrograms per cubic meter,7.3
27143,"Sibley County, Minnesota",2019,Ozone,parts per billion,36
27143,"Sibley County, Minnesota",2019,PM2.5,micrograms per cubic meter,6.4
27143,"Sibley County, Minnesota",2020,Ozone,parts per billion,35
27143,"Sibley County, Minnesota",2020,PM2.5,micrograms per cubic meter,6.2
27143,"Sibley County, Minnesota",2021,Ozone,parts per billion,38
27143,"Sibley County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.7
27145,"Stearns County, Minnesota",2008,Ozone,parts per billion,36
27145,"Stearns County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.8
27145,"Stearns County, Minnesota",2009,Ozone,parts per billion,35
27145,"Stearns County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.5
27145,"Stearns County, Minnesota",2010,Ozone,parts per billion,37
27145,"Stearns County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.2
27145,"Stearns County, Minnesota",2011,Ozone,parts per billion,37
27145,"Stearns County, Minnesota",2011,PM2.5,micrograms per cubic meter,9.4
27145,"Stearns County, Minnesota",2012,Ozone,parts per billion,37
27145,"Stearns County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.8
27145,"Stearns County, Minnesota",2013,Ozone,parts per billion,37
27145,"Stearns County, Minnesota",2013,PM2.5,micrograms per cubic meter,9.3
27145,"Stearns County, Minnesota",2014,Ozone,parts per billion,35
27145,"Stearns County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.7
27145,"Stearns County, Minnesota",2015,Ozone,parts per billion,35
27145,"Stearns County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.7
27145,"Stearns County, Minnesota",2016,Ozone,parts per billion,33
27145,"Stearns County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.1
27145,"Stearns County, Minnesota",2017,Ozone,parts per billion,35
27145,"Stearns County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.6
27145,"Stearns County, Minnesota",2018,Ozone,parts per billion,36
27145,"Stearns County, Minnesota",2018,PM2.5,micrograms per cubic meter,7
27145,"Stearns County, Minnesota",2019,Ozone,parts per billion,36
27145,"Stearns County, Minnesota",2019,PM2.5,micrograms per cubic meter,6
27145,"Stearns County, Minnesota",2020,Ozone,parts per billion,35
27145,"Stearns County, Minnesota",2020,PM2.5,micrograms per cubic meter,6.1
27145,"Stearns County, Minnesota",2021,Ozone,parts per billion,38
27145,"Stearns County, Minnesota",2021,PM2.5,micrograms per cubic meter,9
27147,"Steele County, Minnesota",2008,Ozone,parts per billion,37
27147,"Steele County, Minnesota",2008,PM2.5,micrograms per cubic meter,10.2
27147,"Steele County, Minnesota",2009,Ozone,parts per billion,36
27147,"Steele County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.9
27147,"Steele County, Minnesota",2010,Ozone,parts per billion,38
27147,"Steele County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.6
27147,"Steele County, Minnesota",2011,Ozone,parts per billion,38
27147,"Steele County, Minnesota",2011,PM2.5,micrograms per cubic meter,9.6
27147,"Steele County, Minnesota",2012,Ozone,parts per billion,39
27147,"Steele County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.8
27147,"Steele County, Minnesota",2013,Ozone,parts per billion,38
27147,"Steele County, Minnesota",2013,PM2.5,micrograms per cubic meter,9.2
27147,"Steele County, Minnesota",2014,Ozone,parts per billion,36
27147,"Steele County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.7
27147,"Steele County, Minnesota",2015,Ozone,parts per billion,36
27147,"Steele County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.9
27147,"Steele County, Minnesota",2016,Ozone,parts per billion,35
27147,"Steele County, Minnesota",2016,PM2.5,micrograms per cubic meter,7
27147,"Steele County, Minnesota",2017,Ozone,parts per billion,36
27147,"Steele County, Minnesota",2017,PM2.5,micrograms per cubic meter,7.4
27147,"Steele County, Minnesota",2018,Ozone,parts per billion,36
27147,"Steele County, Minnesota",2018,PM2.5,micrograms per cubic meter,8.2
27147,"Steele County, Minnesota",2019,Ozone,parts per billion,36
27147,"Steele County, Minnesota",2019,PM2.5,micrograms per cubic meter,7.2
27147,"Steele County, Minnesota",2020,Ozone,parts per billion,36
27147,"Steele County, Minnesota",2020,PM2.5,micrograms per cubic meter,6.6
27147,"Steele County, Minnesota",2021,Ozone,parts per billion,38
27147,"Steele County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.2
27149,"Stevens County, Minnesota",2008,Ozone,parts per billion,36
27149,"Stevens County, Minnesota",2008,PM2.5,micrograms per cubic meter,9
27149,"Stevens County, Minnesota",2009,Ozone,parts per billion,35
27149,"Stevens County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.9
27149,"Stevens County, Minnesota",2010,Ozone,parts per billion,37
27149,"Stevens County, Minnesota",2010,PM2.5,micrograms per cubic meter,8.7
27149,"Stevens County, Minnesota",2011,Ozone,parts per billion,37
27149,"Stevens County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.4
27149,"Stevens County, Minnesota",2012,Ozone,parts per billion,37
27149,"Stevens County, Minnesota",2012,PM2.5,micrograms per cubic meter,8.9
27149,"Stevens County, Minnesota",2013,Ozone,parts per billion,37
27149,"Stevens County, Minnesota",2013,PM2.5,micrograms per cubic meter,7.9
27149,"Stevens County, Minnesota",2014,Ozone,parts per billion,35
27149,"Stevens County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.1
27149,"Stevens County, Minnesota",2015,Ozone,parts per billion,35
27149,"Stevens County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.4
27149,"Stevens County, Minnesota",2016,Ozone,parts per billion,34
27149,"Stevens County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.9
27149,"Stevens County, Minnesota",2017,Ozone,parts per billion,35
27149,"Stevens County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.4
27149,"Stevens County, Minnesota",2018,Ozone,parts per billion,36
27149,"Stevens County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.8
27149,"Stevens County, Minnesota",2019,Ozone,parts per billion,37
27149,"Stevens County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.8
27149,"Stevens County, Minnesota",2020,Ozone,parts per billion,36
27149,"Stevens County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.7
27149,"Stevens County, Minnesota",2021,Ozone,parts per billion,37
27149,"Stevens County, Minnesota",2021,PM2.5,micrograms per cubic meter,8.9
27151,"Swift County, Minnesota",2008,Ozone,parts per billion,37
27151,"Swift County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.2
27151,"Swift County, Minnesota",2009,Ozone,parts per billion,35
27151,"Swift County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.1
27151,"Swift County, Minnesota",2010,Ozone,parts per billion,37
27151,"Swift County, Minnesota",2010,PM2.5,micrograms per cubic meter,8.9
27151,"Swift County, Minnesota",2011,Ozone,parts per billion,37
27151,"Swift County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.4
27151,"Swift County, Minnesota",2012,Ozone,parts per billion,37
27151,"Swift County, Minnesota",2012,PM2.5,micrograms per cubic meter,9
27151,"Swift County, Minnesota",2013,Ozone,parts per billion,38
27151,"Swift County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.2
27151,"Swift County, Minnesota",2014,Ozone,parts per billion,35
27151,"Swift County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.2
27151,"Swift County, Minnesota",2015,Ozone,parts per billion,35
27151,"Swift County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.2
27151,"Swift County, Minnesota",2016,Ozone,parts per billion,34
27151,"Swift County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.9
27151,"Swift County, Minnesota",2017,Ozone,parts per billion,35
27151,"Swift County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.3
27151,"Swift County, Minnesota",2018,Ozone,parts per billion,36
27151,"Swift County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.7
27151,"Swift County, Minnesota",2019,Ozone,parts per billion,37
27151,"Swift County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.8
27151,"Swift County, Minnesota",2020,Ozone,parts per billion,36
27151,"Swift County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.7
27151,"Swift County, Minnesota",2021,Ozone,parts per billion,38
27151,"Swift County, Minnesota",2021,PM2.5,micrograms per cubic meter,8.5
27153,"Todd County, Minnesota",2008,Ozone,parts per billion,36
27153,"Todd County, Minnesota",2008,PM2.5,micrograms per cubic meter,9
27153,"Todd County, Minnesota",2009,Ozone,parts per billion,35
27153,"Todd County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.9
27153,"Todd County, Minnesota",2010,Ozone,parts per billion,37
27153,"Todd County, Minnesota",2010,PM2.5,micrograms per cubic meter,8.4
27153,"Todd County, Minnesota",2011,Ozone,parts per billion,37
27153,"Todd County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.3
27153,"Todd County, Minnesota",2012,Ozone,parts per billion,36
27153,"Todd County, Minnesota",2012,PM2.5,micrograms per cubic meter,8.8
27153,"Todd County, Minnesota",2013,Ozone,parts per billion,36
27153,"Todd County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.4
27153,"Todd County, Minnesota",2014,Ozone,parts per billion,34
27153,"Todd County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.2
27153,"Todd County, Minnesota",2015,Ozone,parts per billion,35
27153,"Todd County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.7
27153,"Todd County, Minnesota",2016,Ozone,parts per billion,33
27153,"Todd County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.8
27153,"Todd County, Minnesota",2017,Ozone,parts per billion,35
27153,"Todd County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.2
27153,"Todd County, Minnesota",2018,Ozone,parts per billion,36
27153,"Todd County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.6
27153,"Todd County, Minnesota",2019,Ozone,parts per billion,36
27153,"Todd County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.6
27153,"Todd County, Minnesota",2020,Ozone,parts per billion,35
27153,"Todd County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.5
27153,"Todd County, Minnesota",2021,Ozone,parts per billion,37
27153,"Todd County, Minnesota",2021,PM2.5,micrograms per cubic meter,9
27155,"Traverse County, Minnesota",2008,Ozone,parts per billion,36
27155,"Traverse County, Minnesota",2008,PM2.5,micrograms per cubic meter,8.6
27155,"Traverse County, Minnesota",2009,Ozone,parts per billion,35
27155,"Traverse County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.7
27155,"Traverse County, Minnesota",2010,Ozone,parts per billion,37
27155,"Traverse County, Minnesota",2010,PM2.5,micrograms per cubic meter,8.5
27155,"Traverse County, Minnesota",2011,Ozone,parts per billion,36
27155,"Traverse County, Minnesota",2011,PM2.5,micrograms per cubic meter,7.9
27155,"Traverse County, Minnesota",2012,Ozone,parts per billion,37
27155,"Traverse County, Minnesota",2012,PM2.5,micrograms per cubic meter,8.6
27155,"Traverse County, Minnesota",2013,Ozone,parts per billion,37
27155,"Traverse County, Minnesota",2013,PM2.5,micrograms per cubic meter,7.5
27155,"Traverse County, Minnesota",2014,Ozone,parts per billion,35
27155,"Traverse County, Minnesota",2014,PM2.5,micrograms per cubic meter,6
27155,"Traverse County, Minnesota",2015,Ozone,parts per billion,35
27155,"Traverse County, Minnesota",2015,PM2.5,micrograms per cubic meter,8.1
27155,"Traverse County, Minnesota",2016,Ozone,parts per billion,34
27155,"Traverse County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.4
27155,"Traverse County, Minnesota",2017,Ozone,parts per billion,35
27155,"Traverse County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.4
27155,"Traverse County, Minnesota",2018,Ozone,parts per billion,36
27155,"Traverse County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.7
27155,"Traverse County, Minnesota",2019,Ozone,parts per billion,37
27155,"Traverse County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.7
27155,"Traverse County, Minnesota",2020,Ozone,parts per billion,35
27155,"Traverse County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.7
27155,"Traverse County, Minnesota",2021,Ozone,parts per billion,37
27155,"Traverse County, Minnesota",2021,PM2.5,micrograms per cubic meter,9
27157,"Wabasha County, Minnesota",2008,Ozone,parts per billion,37
27157,"Wabasha County, Minnesota",2008,PM2.5,micrograms per cubic meter,10.5
27157,"Wabasha County, Minnesota",2009,Ozone,parts per billion,36
27157,"Wabasha County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.9
27157,"Wabasha County, Minnesota",2010,Ozone,parts per billion,37
27157,"Wabasha County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.6
27157,"Wabasha County, Minnesota",2011,Ozone,parts per billion,37
27157,"Wabasha County, Minnesota",2011,PM2.5,micrograms per cubic meter,9.4
27157,"Wabasha County, Minnesota",2012,Ozone,parts per billion,38
27157,"Wabasha County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.6
27157,"Wabasha County, Minnesota",2013,Ozone,parts per billion,37
27157,"Wabasha County, Minnesota",2013,PM2.5,micrograms per cubic meter,9.1
27157,"Wabasha County, Minnesota",2014,Ozone,parts per billion,36
27157,"Wabasha County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.9
27157,"Wabasha County, Minnesota",2015,Ozone,parts per billion,36
27157,"Wabasha County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.8
27157,"Wabasha County, Minnesota",2016,Ozone,parts per billion,34
27157,"Wabasha County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.8
27157,"Wabasha County, Minnesota",2017,Ozone,parts per billion,36
27157,"Wabasha County, Minnesota",2017,PM2.5,micrograms per cubic meter,7.2
27157,"Wabasha County, Minnesota",2018,Ozone,parts per billion,36
27157,"Wabasha County, Minnesota",2018,PM2.5,micrograms per cubic meter,8.3
27157,"Wabasha County, Minnesota",2019,Ozone,parts per billion,36
27157,"Wabasha County, Minnesota",2019,PM2.5,micrograms per cubic meter,7.7
27157,"Wabasha County, Minnesota",2020,Ozone,parts per billion,36
27157,"Wabasha County, Minnesota",2020,PM2.5,micrograms per cubic meter,7
27157,"Wabasha County, Minnesota",2021,Ozone,parts per billion,38
27157,"Wabasha County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.3
27159,"Wadena County, Minnesota",2008,Ozone,parts per billion,36
27159,"Wadena County, Minnesota",2008,PM2.5,micrograms per cubic meter,8.5
27159,"Wadena County, Minnesota",2009,Ozone,parts per billion,35
27159,"Wadena County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.4
27159,"Wadena County, Minnesota",2010,Ozone,parts per billion,36
27159,"Wadena County, Minnesota",2010,PM2.5,micrograms per cubic meter,8
27159,"Wadena County, Minnesota",2011,Ozone,parts per billion,36
27159,"Wadena County, Minnesota",2011,PM2.5,micrograms per cubic meter,8
27159,"Wadena County, Minnesota",2012,Ozone,parts per billion,36
27159,"Wadena County, Minnesota",2012,PM2.5,micrograms per cubic meter,8.5
27159,"Wadena County, Minnesota",2013,Ozone,parts per billion,36
27159,"Wadena County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.1
27159,"Wadena County, Minnesota",2014,Ozone,parts per billion,34
27159,"Wadena County, Minnesota",2014,PM2.5,micrograms per cubic meter,5.9
27159,"Wadena County, Minnesota",2015,Ozone,parts per billion,35
27159,"Wadena County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.5
27159,"Wadena County, Minnesota",2016,Ozone,parts per billion,32
27159,"Wadena County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.2
27159,"Wadena County, Minnesota",2017,Ozone,parts per billion,35
27159,"Wadena County, Minnesota",2017,PM2.5,micrograms per cubic meter,5.9
27159,"Wadena County, Minnesota",2018,Ozone,parts per billion,35
27159,"Wadena County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.3
27159,"Wadena County, Minnesota",2019,Ozone,parts per billion,35
27159,"Wadena County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.1
27159,"Wadena County, Minnesota",2020,Ozone,parts per billion,34
27159,"Wadena County, Minnesota",2020,PM2.5,micrograms per cubic meter,5
27159,"Wadena County, Minnesota",2021,Ozone,parts per billion,37
27159,"Wadena County, Minnesota",2021,PM2.5,micrograms per cubic meter,9.5
27161,"Waseca County, Minnesota",2008,Ozone,parts per billion,37
27161,"Waseca County, Minnesota",2008,PM2.5,micrograms per cubic meter,10
27161,"Waseca County, Minnesota",2009,Ozone,parts per billion,36
27161,"Waseca County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.8
27161,"Waseca County, Minnesota",2010,Ozone,parts per billion,38
27161,"Waseca County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.5
27161,"Waseca County, Minnesota",2011,Ozone,parts per billion,38
27161,"Waseca County, Minnesota",2011,PM2.5,micrograms per cubic meter,9.4
27161,"Waseca County, Minnesota",2012,Ozone,parts per billion,39
27161,"Waseca County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.8
27161,"Waseca County, Minnesota",2013,Ozone,parts per billion,38
27161,"Waseca County, Minnesota",2013,PM2.5,micrograms per cubic meter,9.1
27161,"Waseca County, Minnesota",2014,Ozone,parts per billion,36
27161,"Waseca County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.6
27161,"Waseca County, Minnesota",2015,Ozone,parts per billion,36
27161,"Waseca County, Minnesota",2015,PM2.5,micrograms per cubic meter,8
27161,"Waseca County, Minnesota",2016,Ozone,parts per billion,35
27161,"Waseca County, Minnesota",2016,PM2.5,micrograms per cubic meter,7.2
27161,"Waseca County, Minnesota",2017,Ozone,parts per billion,36
27161,"Waseca County, Minnesota",2017,PM2.5,micrograms per cubic meter,7.3
27161,"Waseca County, Minnesota",2018,Ozone,parts per billion,36
27161,"Waseca County, Minnesota",2018,PM2.5,micrograms per cubic meter,8.1
27161,"Waseca County, Minnesota",2019,Ozone,parts per billion,36
27161,"Waseca County, Minnesota",2019,PM2.5,micrograms per cubic meter,7
27161,"Waseca County, Minnesota",2020,Ozone,parts per billion,35
27161,"Waseca County, Minnesota",2020,PM2.5,micrograms per cubic meter,6.5
27161,"Waseca County, Minnesota",2021,Ozone,parts per billion,38
27161,"Waseca County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.4
27163,"Washington County, Minnesota",2008,Ozone,parts per billion,37
27163,"Washington County, Minnesota",2008,PM2.5,micrograms per cubic meter,11.3
27163,"Washington County, Minnesota",2009,Ozone,parts per billion,36
27163,"Washington County, Minnesota",2009,PM2.5,micrograms per cubic meter,10.8
27163,"Washington County, Minnesota",2010,Ozone,parts per billion,38
27163,"Washington County, Minnesota",2010,PM2.5,micrograms per cubic meter,10.6
27163,"Washington County, Minnesota",2011,Ozone,parts per billion,37
27163,"Washington County, Minnesota",2011,PM2.5,micrograms per cubic meter,10.5
27163,"Washington County, Minnesota",2012,Ozone,parts per billion,36
27163,"Washington County, Minnesota",2012,PM2.5,micrograms per cubic meter,10.7
27163,"Washington County, Minnesota",2013,Ozone,parts per billion,36
27163,"Washington County, Minnesota",2013,PM2.5,micrograms per cubic meter,9.9
27163,"Washington County, Minnesota",2014,Ozone,parts per billion,34
27163,"Washington County, Minnesota",2014,PM2.5,micrograms per cubic meter,8.2
27163,"Washington County, Minnesota",2015,Ozone,parts per billion,35
27163,"Washington County, Minnesota",2015,PM2.5,micrograms per cubic meter,8.1
27163,"Washington County, Minnesota",2016,Ozone,parts per billion,33
27163,"Washington County, Minnesota",2016,PM2.5,micrograms per cubic meter,7.4
27163,"Washington County, Minnesota",2017,Ozone,parts per billion,34
27163,"Washington County, Minnesota",2017,PM2.5,micrograms per cubic meter,7.7
27163,"Washington County, Minnesota",2018,Ozone,parts per billion,35
27163,"Washington County, Minnesota",2018,PM2.5,micrograms per cubic meter,8.3
27163,"Washington County, Minnesota",2019,Ozone,parts per billion,34
27163,"Washington County, Minnesota",2019,PM2.5,micrograms per cubic meter,7.8
27163,"Washington County, Minnesota",2020,Ozone,parts per billion,34
27163,"Washington County, Minnesota",2020,PM2.5,micrograms per cubic meter,7.6
27163,"Washington County, Minnesota",2021,Ozone,parts per billion,37
27163,"Washington County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.9
27165,"Watonwan County, Minnesota",2008,Ozone,parts per billion,37
27165,"Watonwan County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.7
27165,"Watonwan County, Minnesota",2009,Ozone,parts per billion,36
27165,"Watonwan County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.5
27165,"Watonwan County, Minnesota",2010,Ozone,parts per billion,38
27165,"Watonwan County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.2
27165,"Watonwan County, Minnesota",2011,Ozone,parts per billion,38
27165,"Watonwan County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.9
27165,"Watonwan County, Minnesota",2012,Ozone,parts per billion,39
27165,"Watonwan County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.4
27165,"Watonwan County, Minnesota",2013,Ozone,parts per billion,38
27165,"Watonwan County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.6
27165,"Watonwan County, Minnesota",2014,Ozone,parts per billion,36
27165,"Watonwan County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.4
27165,"Watonwan County, Minnesota",2015,Ozone,parts per billion,36
