statecounty,county,Year,Pollutant,Unit,Average concentration
27055,"Houston County, Minnesota",2014,PM2.5,micrograms per cubic meter,8.5
27055,"Houston County, Minnesota",2015,Ozone,parts per billion,37
27055,"Houston County, Minnesota",2015,PM2.5,micrograms per cubic meter,8.1
27055,"Houston County, Minnesota",2016,Ozone,parts per billion,35
27055,"Houston County, Minnesota",2016,PM2.5,micrograms per cubic meter,7
27055,"Houston County, Minnesota",2017,Ozone,parts per billion,36
27055,"Houston County, Minnesota",2017,PM2.5,micrograms per cubic meter,7.1
27055,"Houston County, Minnesota",2018,Ozone,parts per billion,36
27055,"Houston County, Minnesota",2018,PM2.5,micrograms per cubic meter,8.2
27055,"Houston County, Minnesota",2019,Ozone,parts per billion,36
27055,"Houston County, Minnesota",2019,PM2.5,micrograms per cubic meter,8
27055,"Houston County, Minnesota",2020,Ozone,parts per billion,36
27055,"Houston County, Minnesota",2020,PM2.5,micrograms per cubic meter,7.8
27055,"Houston County, Minnesota",2021,Ozone,parts per billion,38
27055,"Houston County, Minnesota",2021,PM2.5,micrograms per cubic meter,8
27057,"Hubbard County, Minnesota",2008,Ozone,parts per billion,36
27057,"Hubbard County, Minnesota",2008,PM2.5,micrograms per cubic meter,8
27057,"Hubbard County, Minnesota",2009,Ozone,parts per billion,34
27057,"Hubbard County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.1
27057,"Hubbard County, Minnesota",2010,Ozone,parts per billion,37
27057,"Hubbard County, Minnesota",2010,PM2.5,micrograms per cubic meter,7.6
27057,"Hubbard County, Minnesota",2011,Ozone,parts per billion,36
27057,"Hubbard County, Minnesota",2011,PM2.5,micrograms per cubic meter,7.9
27057,"Hubbard County, Minnesota",2012,Ozone,parts per billion,36
27057,"Hubbard County, Minnesota",2012,PM2.5,micrograms per cubic meter,8.3
27057,"Hubbard County, Minnesota",2013,Ozone,parts per billion,36
27057,"Hubbard County, Minnesota",2013,PM2.5,micrograms per cubic meter,7.8
27057,"Hubbard County, Minnesota",2014,Ozone,parts per billion,34
27057,"Hubbard County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.1
27057,"Hubbard County, Minnesota",2015,Ozone,parts per billion,35
27057,"Hubbard County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.3
27057,"Hubbard County, Minnesota",2016,Ozone,parts per billion,32
27057,"Hubbard County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.3
27057,"Hubbard County, Minnesota",2017,Ozone,parts per billion,34
27057,"Hubbard County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.1
27057,"Hubbard County, Minnesota",2018,Ozone,parts per billion,35
27057,"Hubbard County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.7
27057,"Hubbard County, Minnesota",2019,Ozone,parts per billion,35
27057,"Hubbard County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.1
27057,"Hubbard County, Minnesota",2020,Ozone,parts per billion,34
27057,"Hubbard County, Minnesota",2020,PM2.5,micrograms per cubic meter,4.8
27057,"Hubbard County, Minnesota",2021,Ozone,parts per billion,36
27057,"Hubbard County, Minnesota",2021,PM2.5,micrograms per cubic meter,10.6
27059,"Isanti County, Minnesota",2008,Ozone,parts per billion,36
27059,"Isanti County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.7
27059,"Isanti County, Minnesota",2009,Ozone,parts per billion,35
27059,"Isanti County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.4
27059,"Isanti County, Minnesota",2010,Ozone,parts per billion,37
27059,"Isanti County, Minnesota",2010,PM2.5,micrograms per cubic meter,8.7
27059,"Isanti County, Minnesota",2011,Ozone,parts per billion,37
27059,"Isanti County, Minnesota",2011,PM2.5,micrograms per cubic meter,9
27059,"Isanti County, Minnesota",2012,Ozone,parts per billion,36
27059,"Isanti County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.5
27059,"Isanti County, Minnesota",2013,Ozone,parts per billion,36
27059,"Isanti County, Minnesota",2013,PM2.5,micrograms per cubic meter,9
27059,"Isanti County, Minnesota",2014,Ozone,parts per billion,34
27059,"Isanti County, Minnesota",2014,PM2.5,micrograms per cubic meter,7
27059,"Isanti County, Minnesota",2015,Ozone,parts per billion,35
27059,"Isanti County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.1
27059,"Isanti County, Minnesota",2016,Ozone,parts per billion,33
27059,"Isanti County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.6
27059,"Isanti County, Minnesota",2017,Ozone,parts per billion,34
27059,"Isanti County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.7
27059,"Isanti County, Minnesota",2018,Ozone,parts per billion,36
27059,"Isanti County, Minnesota",2018,PM2.5,micrograms per cubic meter,7.1
27059,"Isanti County, Minnesota",2019,Ozone,parts per billion,35
27059,"Isanti County, Minnesota",2019,PM2.5,micrograms per cubic meter,6.1
27059,"Isanti County, Minnesota",2020,Ozone,parts per billion,35
27059,"Isanti County, Minnesota",2020,PM2.5,micrograms per cubic meter,6.2
27059,"Isanti County, Minnesota",2021,Ozone,parts per billion,37
27059,"Isanti County, Minnesota",2021,PM2.5,micrograms per cubic meter,8
27061,"Itasca County, Minnesota",2008,Ozone,parts per billion,36
27061,"Itasca County, Minnesota",2008,PM2.5,micrograms per cubic meter,8
27061,"Itasca County, Minnesota",2009,Ozone,parts per billion,34
27061,"Itasca County, Minnesota",2009,PM2.5,micrograms per cubic meter,7.7
27061,"Itasca County, Minnesota",2010,Ozone,parts per billion,36
27061,"Itasca County, Minnesota",2010,PM2.5,micrograms per cubic meter,7.3
27061,"Itasca County, Minnesota",2011,Ozone,parts per billion,36
27061,"Itasca County, Minnesota",2011,PM2.5,micrograms per cubic meter,7.4
27061,"Itasca County, Minnesota",2012,Ozone,parts per billion,35
27061,"Itasca County, Minnesota",2012,PM2.5,micrograms per cubic meter,7.8
27061,"Itasca County, Minnesota",2013,Ozone,parts per billion,34
27061,"Itasca County, Minnesota",2013,PM2.5,micrograms per cubic meter,7.5
27061,"Itasca County, Minnesota",2014,Ozone,parts per billion,33
27061,"Itasca County, Minnesota",2014,PM2.5,micrograms per cubic meter,7
27061,"Itasca County, Minnesota",2015,Ozone,parts per billion,34
27061,"Itasca County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.4
27061,"Itasca County, Minnesota",2016,Ozone,parts per billion,31
27061,"Itasca County, Minnesota",2016,PM2.5,micrograms per cubic meter,4.8
27061,"Itasca County, Minnesota",2017,Ozone,parts per billion,33
27061,"Itasca County, Minnesota",2017,PM2.5,micrograms per cubic meter,5.3
27061,"Itasca County, Minnesota",2018,Ozone,parts per billion,35
27061,"Itasca County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.1
27061,"Itasca County, Minnesota",2019,Ozone,parts per billion,34
27061,"Itasca County, Minnesota",2019,PM2.5,micrograms per cubic meter,4.8
27061,"Itasca County, Minnesota",2020,Ozone,parts per billion,33
27061,"Itasca County, Minnesota",2020,PM2.5,micrograms per cubic meter,4.6
27061,"Itasca County, Minnesota",2021,Ozone,parts per billion,36
27061,"Itasca County, Minnesota",2021,PM2.5,micrograms per cubic meter,8.4
27063,"Jackson County, Minnesota",2008,Ozone,parts per billion,37
27063,"Jackson County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.5
27063,"Jackson County, Minnesota",2009,Ozone,parts per billion,36
27063,"Jackson County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.3
27063,"Jackson County, Minnesota",2010,Ozone,parts per billion,39
27063,"Jackson County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.1
27063,"Jackson County, Minnesota",2011,Ozone,parts per billion,39
27063,"Jackson County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.8
27063,"Jackson County, Minnesota",2012,Ozone,parts per billion,40
27063,"Jackson County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.2
27063,"Jackson County, Minnesota",2013,Ozone,parts per billion,39
27063,"Jackson County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.5
27063,"Jackson County, Minnesota",2014,Ozone,parts per billion,37
27063,"Jackson County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.6
27063,"Jackson County, Minnesota",2015,Ozone,parts per billion,35
27063,"Jackson County, Minnesota",2015,PM2.5,micrograms per cubic meter,8.5
27063,"Jackson County, Minnesota",2016,Ozone,parts per billion,36
27063,"Jackson County, Minnesota",2016,PM2.5,micrograms per cubic meter,7.5
27063,"Jackson County, Minnesota",2017,Ozone,parts per billion,37
27063,"Jackson County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.7
27063,"Jackson County, Minnesota",2018,Ozone,parts per billion,37
27063,"Jackson County, Minnesota",2018,PM2.5,micrograms per cubic meter,7
27063,"Jackson County, Minnesota",2019,Ozone,parts per billion,38
27063,"Jackson County, Minnesota",2019,PM2.5,micrograms per cubic meter,6.3
27063,"Jackson County, Minnesota",2020,Ozone,parts per billion,37
27063,"Jackson County, Minnesota",2020,PM2.5,micrograms per cubic meter,6.3
27063,"Jackson County, Minnesota",2021,Ozone,parts per billion,39
27063,"Jackson County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.6
27065,"Kanabec County, Minnesota",2008,Ozone,parts per billion,35
27065,"Kanabec County, Minnesota",2008,PM2.5,micrograms per cubic meter,9
27065,"Kanabec County, Minnesota",2009,Ozone,parts per billion,35
27065,"Kanabec County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.8
27065,"Kanabec County, Minnesota",2010,Ozone,parts per billion,36
27065,"Kanabec County, Minnesota",2010,PM2.5,micrograms per cubic meter,8
27065,"Kanabec County, Minnesota",2011,Ozone,parts per billion,36
27065,"Kanabec County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.2
27065,"Kanabec County, Minnesota",2012,Ozone,parts per billion,35
27065,"Kanabec County, Minnesota",2012,PM2.5,micrograms per cubic meter,8.6
27065,"Kanabec County, Minnesota",2013,Ozone,parts per billion,36
27065,"Kanabec County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.2
27065,"Kanabec County, Minnesota",2014,Ozone,parts per billion,33
27065,"Kanabec County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.4
27065,"Kanabec County, Minnesota",2015,Ozone,parts per billion,35
27065,"Kanabec County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.7
27065,"Kanabec County, Minnesota",2016,Ozone,parts per billion,32
27065,"Kanabec County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.1
27065,"Kanabec County, Minnesota",2017,Ozone,parts per billion,34
27065,"Kanabec County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.1
27065,"Kanabec County, Minnesota",2018,Ozone,parts per billion,35
27065,"Kanabec County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.4
27065,"Kanabec County, Minnesota",2019,Ozone,parts per billion,34
27065,"Kanabec County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.3
27065,"Kanabec County, Minnesota",2020,Ozone,parts per billion,34
27065,"Kanabec County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.4
27065,"Kanabec County, Minnesota",2021,Ozone,parts per billion,36
27065,"Kanabec County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.1
27067,"Kandiyohi County, Minnesota",2008,Ozone,parts per billion,37
27067,"Kandiyohi County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.4
27067,"Kandiyohi County, Minnesota",2009,Ozone,parts per billion,35
27067,"Kandiyohi County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.3
27067,"Kandiyohi County, Minnesota",2010,Ozone,parts per billion,37
27067,"Kandiyohi County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.1
27067,"Kandiyohi County, Minnesota",2011,Ozone,parts per billion,37
27067,"Kandiyohi County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.7
27067,"Kandiyohi County, Minnesota",2012,Ozone,parts per billion,37
27067,"Kandiyohi County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.2
27067,"Kandiyohi County, Minnesota",2013,Ozone,parts per billion,38
27067,"Kandiyohi County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.4
27067,"Kandiyohi County, Minnesota",2014,Ozone,parts per billion,35
27067,"Kandiyohi County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.4
27067,"Kandiyohi County, Minnesota",2015,Ozone,parts per billion,35
27067,"Kandiyohi County, Minnesota",2015,PM2.5,micrograms per cubic meter,7
27067,"Kandiyohi County, Minnesota",2016,Ozone,parts per billion,34
27067,"Kandiyohi County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.9
27067,"Kandiyohi County, Minnesota",2017,Ozone,parts per billion,35
27067,"Kandiyohi County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.3
27067,"Kandiyohi County, Minnesota",2018,Ozone,parts per billion,36
27067,"Kandiyohi County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.8
27067,"Kandiyohi County, Minnesota",2019,Ozone,parts per billion,37
27067,"Kandiyohi County, Minnesota",2019,PM2.5,micrograms per cubic meter,6
27067,"Kandiyohi County, Minnesota",2020,Ozone,parts per billion,36
27067,"Kandiyohi County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.7
27067,"Kandiyohi County, Minnesota",2021,Ozone,parts per billion,38
27067,"Kandiyohi County, Minnesota",2021,PM2.5,micrograms per cubic meter,8.4
27069,"Kittson County, Minnesota",2008,Ozone,parts per billion,35
27069,"Kittson County, Minnesota",2008,PM2.5,micrograms per cubic meter,7.9
27069,"Kittson County, Minnesota",2009,Ozone,parts per billion,33
27069,"Kittson County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.2
27069,"Kittson County, Minnesota",2010,Ozone,parts per billion,35
27069,"Kittson County, Minnesota",2010,PM2.5,micrograms per cubic meter,7.6
27069,"Kittson County, Minnesota",2011,Ozone,parts per billion,35
27069,"Kittson County, Minnesota",2011,PM2.5,micrograms per cubic meter,7.6
27069,"Kittson County, Minnesota",2012,Ozone,parts per billion,34
27069,"Kittson County, Minnesota",2012,PM2.5,micrograms per cubic meter,7.9
27069,"Kittson County, Minnesota",2013,Ozone,parts per billion,33
27069,"Kittson County, Minnesota",2013,PM2.5,micrograms per cubic meter,6.8
27069,"Kittson County, Minnesota",2014,Ozone,parts per billion,31
27069,"Kittson County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.3
27069,"Kittson County, Minnesota",2015,Ozone,parts per billion,32
27069,"Kittson County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.3
27069,"Kittson County, Minnesota",2016,Ozone,parts per billion,30
27069,"Kittson County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.7
27069,"Kittson County, Minnesota",2017,Ozone,parts per billion,32
27069,"Kittson County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.7
27069,"Kittson County, Minnesota",2018,Ozone,parts per billion,35
27069,"Kittson County, Minnesota",2018,PM2.5,micrograms per cubic meter,7
27069,"Kittson County, Minnesota",2019,Ozone,parts per billion,34
27069,"Kittson County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.6
27069,"Kittson County, Minnesota",2020,Ozone,parts per billion,33
27069,"Kittson County, Minnesota",2020,PM2.5,micrograms per cubic meter,6.2
27069,"Kittson County, Minnesota",2021,Ozone,parts per billion,35
27069,"Kittson County, Minnesota",2021,PM2.5,micrograms per cubic meter,8.2
27071,"Koochiching County, Minnesota",2008,Ozone,parts per billion,35
27071,"Koochiching County, Minnesota",2008,PM2.5,micrograms per cubic meter,7
27071,"Koochiching County, Minnesota",2009,Ozone,parts per billion,35
27071,"Koochiching County, Minnesota",2009,PM2.5,micrograms per cubic meter,7.4
27071,"Koochiching County, Minnesota",2010,Ozone,parts per billion,38
27071,"Koochiching County, Minnesota",2010,PM2.5,micrograms per cubic meter,6.9
27071,"Koochiching County, Minnesota",2011,Ozone,parts per billion,37
27071,"Koochiching County, Minnesota",2011,PM2.5,micrograms per cubic meter,7.3
27071,"Koochiching County, Minnesota",2012,Ozone,parts per billion,35
27071,"Koochiching County, Minnesota",2012,PM2.5,micrograms per cubic meter,7.3
27071,"Koochiching County, Minnesota",2013,Ozone,parts per billion,34
27071,"Koochiching County, Minnesota",2013,PM2.5,micrograms per cubic meter,6.7
27071,"Koochiching County, Minnesota",2014,Ozone,parts per billion,32
27071,"Koochiching County, Minnesota",2014,PM2.5,micrograms per cubic meter,5.9
27071,"Koochiching County, Minnesota",2015,Ozone,parts per billion,33
27071,"Koochiching County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.3
27071,"Koochiching County, Minnesota",2016,Ozone,parts per billion,31
27071,"Koochiching County, Minnesota",2016,PM2.5,micrograms per cubic meter,4.6
27071,"Koochiching County, Minnesota",2017,Ozone,parts per billion,33
27071,"Koochiching County, Minnesota",2017,PM2.5,micrograms per cubic meter,5.2
27071,"Koochiching County, Minnesota",2018,Ozone,parts per billion,35
27071,"Koochiching County, Minnesota",2018,PM2.5,micrograms per cubic meter,6
27071,"Koochiching County, Minnesota",2019,Ozone,parts per billion,34
27071,"Koochiching County, Minnesota",2019,PM2.5,micrograms per cubic meter,4.7
27071,"Koochiching County, Minnesota",2020,Ozone,parts per billion,33
27071,"Koochiching County, Minnesota",2020,PM2.5,micrograms per cubic meter,4.9
27071,"Koochiching County, Minnesota",2021,Ozone,parts per billion,35
27071,"Koochiching County, Minnesota",2021,PM2.5,micrograms per cubic meter,7
27073,"Lac qui Parle County, Minnesota",2008,Ozone,parts per billion,37
27073,"Lac qui Parle County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.1
27073,"Lac qui Parle County, Minnesota",2009,Ozone,parts per billion,36
27073,"Lac qui Parle County, Minnesota",2009,PM2.5,micrograms per cubic meter,9
27073,"Lac qui Parle County, Minnesota",2010,Ozone,parts per billion,38
27073,"Lac qui Parle County, Minnesota",2010,PM2.5,micrograms per cubic meter,8.8
27073,"Lac qui Parle County, Minnesota",2011,Ozone,parts per billion,37
27073,"Lac qui Parle County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.2
27073,"Lac qui Parle County, Minnesota",2012,Ozone,parts per billion,38
27073,"Lac qui Parle County, Minnesota",2012,PM2.5,micrograms per cubic meter,8.9
27073,"Lac qui Parle County, Minnesota",2013,Ozone,parts per billion,38
27073,"Lac qui Parle County, Minnesota",2013,PM2.5,micrograms per cubic meter,7.9
27073,"Lac qui Parle County, Minnesota",2014,Ozone,parts per billion,36
27073,"Lac qui Parle County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.1
27073,"Lac qui Parle County, Minnesota",2015,Ozone,parts per billion,35
27073,"Lac qui Parle County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.1
27073,"Lac qui Parle County, Minnesota",2016,Ozone,parts per billion,34
27073,"Lac qui Parle County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.8
27073,"Lac qui Parle County, Minnesota",2017,Ozone,parts per billion,36
27073,"Lac qui Parle County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.1
27073,"Lac qui Parle County, Minnesota",2018,Ozone,parts per billion,36
27073,"Lac qui Parle County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.6
27073,"Lac qui Parle County, Minnesota",2019,Ozone,parts per billion,38
27073,"Lac qui Parle County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.8
27073,"Lac qui Parle County, Minnesota",2020,Ozone,parts per billion,36
27073,"Lac qui Parle County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.6
27073,"Lac qui Parle County, Minnesota",2021,Ozone,parts per billion,38
27073,"Lac qui Parle County, Minnesota",2021,PM2.5,micrograms per cubic meter,8.2
27075,"Lake County, Minnesota",2008,Ozone,parts per billion,35
27075,"Lake County, Minnesota",2008,PM2.5,micrograms per cubic meter,7.4
27075,"Lake County, Minnesota",2009,Ozone,parts per billion,33
27075,"Lake County, Minnesota",2009,PM2.5,micrograms per cubic meter,7.5
27075,"Lake County, Minnesota",2010,Ozone,parts per billion,36
27075,"Lake County, Minnesota",2010,PM2.5,micrograms per cubic meter,6.7
27075,"Lake County, Minnesota",2011,Ozone,parts per billion,36
27075,"Lake County, Minnesota",2011,PM2.5,micrograms per cubic meter,6.8
27075,"Lake County, Minnesota",2012,Ozone,parts per billion,35
27075,"Lake County, Minnesota",2012,PM2.5,micrograms per cubic meter,6.9
27075,"Lake County, Minnesota",2013,Ozone,parts per billion,36
27075,"Lake County, Minnesota",2013,PM2.5,micrograms per cubic meter,6.4
27075,"Lake County, Minnesota",2014,Ozone,parts per billion,34
27075,"Lake County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.3
27075,"Lake County, Minnesota",2015,Ozone,parts per billion,35
27075,"Lake County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.2
27075,"Lake County, Minnesota",2016,Ozone,parts per billion,33
27075,"Lake County, Minnesota",2016,PM2.5,micrograms per cubic meter,4.7
27075,"Lake County, Minnesota",2017,Ozone,parts per billion,34
27075,"Lake County, Minnesota",2017,PM2.5,micrograms per cubic meter,4.6
27075,"Lake County, Minnesota",2018,Ozone,parts per billion,36
27075,"Lake County, Minnesota",2018,PM2.5,micrograms per cubic meter,5
27075,"Lake County, Minnesota",2019,Ozone,parts per billion,35
27075,"Lake County, Minnesota",2019,PM2.5,micrograms per cubic meter,4.9
27075,"Lake County, Minnesota",2020,Ozone,parts per billion,34
27075,"Lake County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.2
27075,"Lake County, Minnesota",2021,Ozone,parts per billion,37
27075,"Lake County, Minnesota",2021,PM2.5,micrograms per cubic meter,5.1
27077,"Lake of the Woods County, Minnesota",2008,Ozone,parts per billion,35
27077,"Lake of the Woods County, Minnesota",2008,PM2.5,micrograms per cubic meter,7
27077,"Lake of the Woods County, Minnesota",2009,Ozone,parts per billion,34
27077,"Lake of the Woods County, Minnesota",2009,PM2.5,micrograms per cubic meter,7.4
27077,"Lake of the Woods County, Minnesota",2010,Ozone,parts per billion,36
27077,"Lake of the Woods County, Minnesota",2010,PM2.5,micrograms per cubic meter,6.9
27077,"Lake of the Woods County, Minnesota",2011,Ozone,parts per billion,35
27077,"Lake of the Woods County, Minnesota",2011,PM2.5,micrograms per cubic meter,6.8
27077,"Lake of the Woods County, Minnesota",2012,Ozone,parts per billion,34
27077,"Lake of the Woods County, Minnesota",2012,PM2.5,micrograms per cubic meter,7.4
27077,"Lake of the Woods County, Minnesota",2013,Ozone,parts per billion,33
27077,"Lake of the Woods County, Minnesota",2013,PM2.5,micrograms per cubic meter,6.5
27077,"Lake of the Woods County, Minnesota",2014,Ozone,parts per billion,31
27077,"Lake of the Woods County, Minnesota",2014,PM2.5,micrograms per cubic meter,5.7
27077,"Lake of the Woods County, Minnesota",2015,Ozone,parts per billion,32
27077,"Lake of the Woods County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.1
27077,"Lake of the Woods County, Minnesota",2016,Ozone,parts per billion,30
27077,"Lake of the Woods County, Minnesota",2016,PM2.5,micrograms per cubic meter,4.7
27077,"Lake of the Woods County, Minnesota",2017,Ozone,parts per billion,32
27077,"Lake of the Woods County, Minnesota",2017,PM2.5,micrograms per cubic meter,5.7
27077,"Lake of the Woods County, Minnesota",2018,Ozone,parts per billion,35
27077,"Lake of the Woods County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.4
27077,"Lake of the Woods County, Minnesota",2019,Ozone,parts per billion,34
27077,"Lake of the Woods County, Minnesota",2019,PM2.5,micrograms per cubic meter,5
27077,"Lake of the Woods County, Minnesota",2020,Ozone,parts per billion,32
27077,"Lake of the Woods County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.1
27077,"Lake of the Woods County, Minnesota",2021,Ozone,parts per billion,34
27077,"Lake of the Woods County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.1
27079,"Le Sueur County, Minnesota",2008,Ozone,parts per billion,37
27079,"Le Sueur County, Minnesota",2008,PM2.5,micrograms per cubic meter,10
27079,"Le Sueur County, Minnesota",2009,Ozone,parts per billion,36
27079,"Le Sueur County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.8
27079,"Le Sueur County, Minnesota",2010,Ozone,parts per billion,37
27079,"Le Sueur County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.5
27079,"Le Sueur County, Minnesota",2011,Ozone,parts per billion,38
27079,"Le Sueur County, Minnesota",2011,PM2.5,micrograms per cubic meter,9.5
27079,"Le Sueur County, Minnesota",2012,Ozone,parts per billion,38
27079,"Le Sueur County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.8
27079,"Le Sueur County, Minnesota",2013,Ozone,parts per billion,38
27079,"Le Sueur County, Minnesota",2013,PM2.5,micrograms per cubic meter,9.1
27079,"Le Sueur County, Minnesota",2014,Ozone,parts per billion,36
27079,"Le Sueur County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.6
27079,"Le Sueur County, Minnesota",2015,Ozone,parts per billion,36
27079,"Le Sueur County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.9
27079,"Le Sueur County, Minnesota",2016,Ozone,parts per billion,34
27079,"Le Sueur County, Minnesota",2016,PM2.5,micrograms per cubic meter,7.1
27079,"Le Sueur County, Minnesota",2017,Ozone,parts per billion,36
27079,"Le Sueur County, Minnesota",2017,PM2.5,micrograms per cubic meter,7.2
27079,"Le Sueur County, Minnesota",2018,Ozone,parts per billion,36
27079,"Le Sueur County, Minnesota",2018,PM2.5,micrograms per cubic meter,8
27079,"Le Sueur County, Minnesota",2019,Ozone,parts per billion,36
27079,"Le Sueur County, Minnesota",2019,PM2.5,micrograms per cubic meter,6.9
27079,"Le Sueur County, Minnesota",2020,Ozone,parts per billion,35
27079,"Le Sueur County, Minnesota",2020,PM2.5,micrograms per cubic meter,6.6
27079,"Le Sueur County, Minnesota",2021,Ozone,parts per billion,38
27079,"Le Sueur County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.6
27081,"Lincoln County, Minnesota",2008,Ozone,parts per billion,38
27081,"Lincoln County, Minnesota",2008,PM2.5,micrograms per cubic meter,9
27081,"Lincoln County, Minnesota",2009,Ozone,parts per billion,36
27081,"Lincoln County, Minnesota",2009,PM2.5,micrograms per cubic meter,9
27081,"Lincoln County, Minnesota",2010,Ozone,parts per billion,39
27081,"Lincoln County, Minnesota",2010,PM2.5,micrograms per cubic meter,8.7
27081,"Lincoln County, Minnesota",2011,Ozone,parts per billion,39
27081,"Lincoln County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.2
27081,"Lincoln County, Minnesota",2012,Ozone,parts per billion,39
27081,"Lincoln County, Minnesota",2012,PM2.5,micrograms per cubic meter,8.8
27081,"Lincoln County, Minnesota",2013,Ozone,parts per billion,40
27081,"Lincoln County, Minnesota",2013,PM2.5,micrograms per cubic meter,8
27081,"Lincoln County, Minnesota",2014,Ozone,parts per billion,37
27081,"Lincoln County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.7
27081,"Lincoln County, Minnesota",2015,Ozone,parts per billion,35
27081,"Lincoln County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.7
27081,"Lincoln County, Minnesota",2016,Ozone,parts per billion,35
27081,"Lincoln County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.3
27081,"Lincoln County, Minnesota",2017,Ozone,parts per billion,37
27081,"Lincoln County, Minnesota",2017,PM2.5,micrograms per cubic meter,5.6
27081,"Lincoln County, Minnesota",2018,Ozone,parts per billion,37
27081,"Lincoln County, Minnesota",2018,PM2.5,micrograms per cubic meter,6
27081,"Lincoln County, Minnesota",2019,Ozone,parts per billion,40
27081,"Lincoln County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.3
27081,"Lincoln County, Minnesota",2020,Ozone,parts per billion,37
27081,"Lincoln County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.4
