"","...1","...2","ORGID","ORGTYPE","ORGNUMBER","SCHNUMBER","FORMID","GISNAME","MDENAME","ALTNAME","GISADDR","MDEADDR","PUBPRIV","LOCTYPE","GRADERANGE","CLASS","MAGNET","LOCDISTID","LOCDISTNAM","COUNTYCODE","COUNTYNAME","CREATEDT","UPDATEDT","FED_SCHNUM","WEB_URL","YEAR","geometry","within_1mile_pp","schools_in_ej","nearest_pp_id","nearest_pp_dist_m","nearest_pp_dist_mi","zip_code"
"170",170,170,7.50241e+11,"75","0241","000","0241-75","Fairview Deaconess - Adolescent","Fairview Deaconess - Adolescent",NA,"1400 E 24th St, Minneapolis, MN 55404","1400 E 24th St. (And), Minneapolis, MN 55404","Public","Head",NA,NA,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2010-04-27,2022-03-16,NA,NA,"SY2024-25","c(479913.7998","4978460.381)",FALSE,TRUE,57665,2243.2897921867,"1.39391911726963,""55404"""
"171",171,171,7.50243e+11,"75","0243","000","0243-75","Greenbriar House","Greenbriar House",NA,"941 Birmingham St, Saint Paul, MN 55106","941 Birmingham St, Saint Paul, MN 55106","Public","Head",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2010-04-27,2022-03-22,NA,NA,"SY2024-25","c(496777.1827","4979591.4252)",FALSE,TRUE,56643,5310.51520281452,"3.29980936459326,""55106"""
"172",172,172,7.50245e+11,"75","0245","000","0245-75","Juel Fairbanks Services","Juel Fairbanks",NA,"806 N Albert St, Saint Paul, MN 55104","806 N Albert, Saint Paul, MN 55104","Public","Head",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2010-04-27,2022-03-21,NA,NA,"SY2024-25","c(487502.5904","4979137.7976)",FALSE,FALSE,55824,4390.16964510595,"2.72793172673639,""55104"""
"173",173,173,7.50247e+11,"75","0247","000","0247-75","New Connection","New Connection",NA,"176 Prospect Blvd, Saint Paul, MN 55107","176 Prospect Blvd, Saint Paul, MN 55107","Public","Head",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2010-04-27,2022-09-19,NA,NA,"SY2024-25","c(492630.387","4975663.3926)",TRUE,TRUE,56643,979.259937632994,"0.608485427338533,""55107"""
"174",174,174,7.50249e+11,"75","0249","000","0249-75","Ramsey Juvenile Detention Center","Ramsey Juvenile Detention Center",NA,"480 St. Peter St, Saint Paul, MN 55101","480 St. Peter St, Saint Paul, MN 55101","Public","Head",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2010-04-27,2022-09-19,NA,NA,"SY2024-25","c(492231.6824","4977219.6972)",TRUE,FALSE,56643,627.342905753348,"0.3898137781658,""55101"""
"175",175,175,7.50253e+11,"75","0253","000","0253-75","St. Joseph's Hospital","St. Joseph's Hospital",NA,"69 W Exchange St, Saint Paul, MN 55102","69 W Exchange St, Saint Paul, MN 55102","Public","Head",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2010-04-27,2022-04-06,NA,NA,"SY2024-25","c(492100.9364","4977201.3162)",TRUE,FALSE,56643,654.170870423714,"0.406483943991769,""55102"""
"176",176,176,7.50254e+11,"75","0254","000","0254-75","St. Mary's Adolescent CD Program","St. Mary's Adolescent CD Program",NA,"2414 S 7th St, Minneapolis, MN 55454","2414 S 7th St, Minneapolis, MN 55454","Public","Head",NA,NA,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2010-04-27,2022-02-24,NA,NA,"SY2024-25","c(481310.7425","4979319.6023)",TRUE,TRUE,59197,1317.37360064232,"0.81858003942133,""55454"""
"177",177,177,7.50255e+11,"75","0255","000","0255-75","Team Center-Fairview Treatment Center","Team Center-Fairview Treatment Cent",NA,"54 W Exchange St, Saint Paul, MN 55102","54 West Exchange, Saint Paul, MN 55102","Public","Head",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2010-04-27,2022-04-06,NA,NA,"SY2024-25","c(492142.4809","4977221.7138)",TRUE,FALSE,56643,656.364614092571,"0.407847076498795,""55102"""
"178",178,178,7.50302e+11,"75","0302","000","0302-75","Arlington House","Arlington House",NA,"712 E Larpenteur, Saint Paul, MN 55117","712 E Larpenteur, Saint Paul, MN 55117","Public","Head",NA,50,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2007-10-01,2022-02-24,NA,NA,"SY2024-25","c(494430.2368","4982033.9788)",FALSE,TRUE,55824,5111.48988228822,"3.17614045651523,""55117"""
"179",179,179,8.00101e+11,"80","0101","000","0101-80","Skills 2000","Skills 2000",NA,"1006 Lake St W, Minneapolis, MN 55408",", , MN 00000","Public","Head",NA,82,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2007-06-01,2022-06-14,NA,NA,"SY2024-25","c(476942.7035","4977285.9634)",FALSE,TRUE,10013,3963.66007678876,"2.46291030906382,""55408"""
"180",180,180,8.00106e+11,"80","0106","000","0106-80","Literacy Minnesota","Literacy Minnesota",NA,"700 Raymond Ave, Saint Paul, MN 55114","700 Raymond Ave, Saint Paul, MN 55114-1780","Public","Head",NA,82,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2012-01-18,2022-09-19,NA,"https://www.literacymn.org/","SY2024-25","c(484439.3774","4978702.3511)",FALSE,TRUE,59197,3919.23115514994,"2.4353033884387,""55114"""
"181",181,181,8.00108e+11,"80","0108","000","0108-80","Sabathani Community Center","Sabathani Community Center",NA,"310 E 38th St, Minneapolis, MN 55409","310 E 38th St, Minneapolis, MN 55409","Public","Head",NA,82,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2007-09-25,2023-09-12,NA,"https://sabathani.org/","SY2024-25","c(478552.2031","4975704.8675)",FALSE,TRUE,57665,5288.00098778436,"3.28581964518645,""55409"""
"182",182,182,8.00109e+11,"80","0109","000","0109-80","Literacy Training Network","Literacy Training Network",NA,"1000 Lasalle Ave, Minneapolis, MN 55403",", , MN 00000","Public","Head",NA,82,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2023-04-14,2023-04-14,NA,NA,"SY2024-25","c(478202.5231","4980157.7978)",TRUE,TRUE,10013,1022.93938556987,"0.635626645438425,""55403"""
"183",183,183,8.0011e+11,"80","0110","000","0110-80","Learning Disabilities Assoc. Inc.","Learning Disabilities Assoc Inc",NA,"6100 Golden Valley Rd, Golden Valley, MN 55422","6100 Golden Valley Rd, Golden Valley, MN 55422-4442","Public","Head",NA,82,"NO",1.0281e+10,"Robbinsdale",27053,"Hennepin",2010-04-27,2024-07-10,NA,"http://www.ldaminnesota.org","SY2024-25","c(471815.9046","4982182.49)",FALSE,FALSE,10013,6169.12866138266,"3.8333283590681,""55422"""
"184",184,184,8.00112e+11,"80","0112","000","0112-80","Communications Service for the Deaf","Communications Service For The Deaf",NA,"2375 University Ave W, Saint Paul, MN 55114","2375 University Ave W, Saint Paul, MN 55114","Public","Head",NA,82,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2010-04-27,2022-04-05,NA,"http://www.deafabe.com","SY2024-25","c(484467.9262","4978971.3179)",FALSE,TRUE,59197,3821.91818296262,"2.37483576059914,""55114"""
"185",185,185,8.00115e+11,"80","0115","000","0115-80","Institute For New Americans","Institute For New Americans",NA,"730 Hennepin Ave, Minneapolis, MN 55403","730 Hennepin Ave, Minneapolis, MN 55403-1812","Public","Head",NA,NA,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2010-04-27,2022-04-04,NA,NA,"SY2024-25","c(478242.4971","4980485.3544)",TRUE,TRUE,10013,735.313417803623,"0.45690371071596,""55403"""
"186",186,186,8.00117e+11,"80","0117","000","0117-80","Vietnamese Social Services of MN","Vietnamese Social Services of Minnesota",NA,"277 University Ave W, Saint Paul, MN 55103","277 University Ave W, Saint Paul, MN 55103","Public","Head",NA,82,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2010-04-27,2023-04-18,NA,"https://vssmn.org/","SY2024-25","c(491167.5076","4978072.3565)",TRUE,TRUE,55824,598.741022526781,"0.372041347711969,""55103"""
"187",187,187,8.00118e+11,"80","0118","000","0118-80","Korean Service Center","Korean Service Center",NA,"530 Cedar Ave S, Minneapolis, MN 55454","530 Cedar Ave S, Minneapolis, MN 55454","Public","Head",NA,82,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2022-09-19,2022-09-23,NA,NA,"SY2024-25","c(480337.1388","4979342.3151)",TRUE,TRUE,57665,1299.01347612164,"0.807171558602682,""55454"""
"188",188,188,8.00119e+11,"80","0119","000","0119-80","International Institute of MN","International Institute of MN",NA,"1694 Como Ave, Saint Paul, MN 55108","1694 Como Ave, Saint Paul, MN 55108-2710","Public","Head",NA,82,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2010-04-27,2022-04-04,NA,NA,"SY2024-25","c(486453.8947","4980412.9936)",FALSE,FALSE,59197,5445.58057660548,"3.38373530553238,""55108"""
"189",189,189,8.0012e+11,"80","0120","000","0120-80","Resource Center of The Americas","Resource Center of The Americas",NA,"3019 Minnehaha Ave, Minneapolis, MN 55406","3019 Minnehaha Ave, Minneapolis, MN 55406","Public","Head",NA,82,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2010-04-27,2022-03-15,NA,NA,"SY2024-25","c(481581.6952","4977165.4228)",FALSE,TRUE,59197,3484.09887466559,"2.16492405250947,""55406"""
"190",190,190,8.00121e+11,"80","0121","000","0121-80","Hmong American Partnership","Hmong American Partnership",NA,"1075 Arcade St, Saint Paul, MN 55106","1075 Arcade St, Saint Paul, MN 55106","Public","Head",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2010-08-10,2022-03-30,NA,NA,"SY2024-25","c(494779.1516","4980014.2345)",FALSE,TRUE,55824,3859.93018144611,"2.39845538012236,""55106"""
"191",191,191,8.00122e+11,"80","0122","000","0122-80","Minnesota Association of Workforce Boards","Minnesota Association of Workforce Boards",NA,"125 Charles Ave, Saint Paul, MN 55103","125 Charles Ave, Saint Paul, MN 55103-2108","Public","Head",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2013-09-03,2022-04-29,NA,"http://mawb-mn.org/","SY2024-25","c(491712.1207","4978312.3358)",TRUE,TRUE,55824,578.116828230195,"0.359226035660702,""55103"""
"192",192,192,8.68004e+11,"86","8004","000","8004-86","Minitex Library Information Network","Minitex Library Information Network","C. Meredith Wilson Library","309 19th Ave S, Minneapolis, MN 55455","309 19th Ave S, Minneapolis, MN 55455","Public","Head",NA,NA,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://minitex.umn.edu/","SY2024-25","c(480774.1324","4979756.0141)",TRUE,TRUE,59197,879.231493404547,"0.54633047920548,""55455"""
"193",193,193,8.88011e+11,"88","8011","000","8011-88","Metronet","Metronet","Metronet","1619 Dayton Ave, Saint Paul, MN 55104","1619 Dayton Ave, Ste 314, Saint Paul, MN 55104","Public","Head",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2022-09-19,2022-11-17,NA,"https://metrolibraries.net/","SY2024-25","c(486712.8523","4977174.9086)",FALSE,TRUE,57069,4339.74298629245,"2.69659797574934,""55104"""
"194",194,194,898025070000,"89","8025","070","8025-89-070","St. Francis Branch Library","St. Francis Branch Library","St. Francis","3519 Bridge St NW, Saint Francis, MN 55070","3519 Bridge St NW, Saint Francis, MN 55070","Public","Member",NA,NA,"NO",1.0015e+10,"St. Francis",27003,"Anoka",2022-09-19,2023-06-23,NA,"https://www.anokacountymn.gov/2589/St-Francis-Library","SY2024-25","c(472172.8024","5026049.7632)",FALSE,FALSE,64818,4196.82868070904,"2.60779492258257,""55070"""
"195",195,195,898025080000,"89","8025","080","8025-89-080","Anoka: Rum River","Anoka: Rum River","Rum River","4201 6th Ave NW, Anoka, MN 55303","4201 6th Ave NW, Anoka, MN 55303","Public","Member",NA,NA,"NO",1.0011e+10,"Anoka-Hennepin",27003,"Anoka",2022-09-19,2023-06-23,NA,"https://www.anokacountymn.gov/2695/Rum-River-Library","SY2024-25","c(469976.061","5008528.4835)",FALSE,FALSE,62061,7908.3244351832,"4.91401719660432,""55303"""
"196",196,196,8.9805e+11,"89","8050","000","8050-89","Dakota County Library","Dakota County Library","Dakota County","1340 Wescott Rd, Eagan, MN 55123","1340 Wescott Road, Eagan, MN 55123","Public","Head",NA,NA,"NO",1.0196e+10,"Rosemount-Apple Valley-Eagan",27037,"Dakota",2022-09-19,2023-06-23,NA,"https://www.co.dakota.mn.us/libraries","SY2024-25","c(487077.2608","4962729.6068)",FALSE,FALSE,55133,3787.78737502633,"2.3536278070677,""55123"""
"197",197,197,898050060000,"89","8050","060","8050-89-060","West St. Paul: Wentworth Comm Library","West St. Paul: Wentworth Comm Library","Wentworth","199 Wentworth Av, West St Paul, MN 55118","199 Wentworth Av, West Saint Paul, MN 55118","Public","Member",NA,NA,"NO",1.0197e+10,"West St. Paul-Mendota Hts.-Eagan",27037,"Dakota",2022-09-19,2023-06-23,NA,"https://www.co.dakota.mn.us/libraries/HoursLocations/Wentworth/Pages/default.aspx","SY2024-25","c(493950.25","4971669.5507)",FALSE,TRUE,63178,4210.27499895086,"2.61615009814636,""55118"""
"198",198,198,898072010000,"89","8072","010","8072-89-010","Minneapolis Central Library","Minneapolis Central Library","Central","300 Nicollet Mall, Minneapolis, MN 55401","300 Nicollet Mall, Minneapolis, MN 55401","Public","Member",NA,NA,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2022-09-19,2024-05-30,NA,"https://www.hclib.org/about/locations/minneapolis-central","SY2024-25","c(478700.7801","4980831.4867)",TRUE,FALSE,10013,860.332883737312,"0.534587398397673,""55401"""
"199",199,199,898072020000,"89","8072","020","8072-89-020","Franklin Library","Franklin Library","Franklin","1314 E Franklin Ave, Minneapolis, MN 55404","1314 E Franklin Ave, Minneapolis, MN 55404","Public","Member",NA,NA,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/franklin","SY2024-25","c(479821.8543","4978865.2436)",FALSE,TRUE,57665,1882.81950690881,"1.16993270962557,""55404"""
"200",200,200,898072030000,"89","8072","030","8072-89-030","Hosmer Library","Hosmer Library","Hosmer","347 E 36th St, Minneapolis, MN 55408","347 E 36th St, Minneapolis, MN 55408","Public","Member",NA,NA,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/hosmer","SY2024-25","c(478653.5849","4976047.9679)",FALSE,TRUE,57665,4931.54503588394,"3.06432763485897,""55408"""
"201",201,201,898072040000,"89","8072","040","8072-89-040","Augsburg Park Library","Augsburg Park Library","Augsburg Park","7100 Nicollet Ave S, Richfield, MN 55423","7100 Nicollet Avenue South, Richfield, MN 55423","Public","Member",NA,NA,"NO",1.028e+10,"Richfield",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/augsburg-park","SY2024-25","c(477978.7109","4968988.5785)",FALSE,FALSE,59709,5474.64006499995,"3.4017920793617,""55423"""
"202",202,202,898072050000,"89","8072","050","8072-89-050","Linden Hills Library","Linden Hills Library","Linden Hills","2900 W 43rd Street, Minneapolis, MN 55410","2900 W 43rd Street, Minneapolis, MN 55410","Public","Member",NA,NA,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/linden-hills","SY2024-25","c(475025.035","4974671.0592)",FALSE,FALSE,10013,7071.11393846434,"4.39379741910618,""55410"""
"203",203,203,898072070000,"89","8072","070","8072-89-070","North Regional Library","North Regional Library","North Regional","1315 Lowry Avenue N, Minneapolis, MN 55411","1315 Lowry Avenue N, Minneapolis, MN 55411","Public","Member",NA,NA,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/north-regional","SY2024-25","c(476658.8079","4984430.9907)",FALSE,TRUE,1927,1839.59160210483,"1.14307206811788,""55411"""
"204",204,204,898072080000,"89","8072","080","8072-89-080","Northeast Library","Northeast Library","Northeast","2200 Central Ave NE, Minneapolis, MN 55418","2200 Central Av NE, Minneapolis, MN 55418","Public","Member",NA,NA,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/northeast","SY2024-25","c(480482.7857","4984112.9928)",FALSE,TRUE,1927,2448.92489511286,"1.52169516392612,""55418"""
"205",205,205,898072100000,"89","8072","100","8072-89-100","Pierre Bottineau Library","Pierre Bottineau Library","Pierre Bottineau","55 Broadway St NE, Minneapolis, MN 55413","55 Broadway St. NE, Minneapolis, MN 55413","Public","Member",NA,NA,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/pierre-bottineau","SY2024-25","c(478720.3174","4982889.4287)",FALSE,FALSE,10013,1940.15370786012,"1.20555861897432,""55413"""
"206",206,206,898072110000,"89","8072","110","8072-89-110","Roosevelt Library","Roosevelt Library","Roosevelt","4026 28th Ave S, Minneapolis, MN 55406","4026 28th Avenue S, Minneapolis, MN 55406","Public","Member",NA,NA,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/roosevelt","SY2024-25","c(481659.0733","4975156.3967)",FALSE,FALSE,57069,3035.11114811837,"1.88593532014265,""55406"""
"207",207,207,898072120000,"89","8072","120","8072-89-120","Arvonne Fraser Library","Arvonne Fraser Library","Arvonne Fraser","1222 4th St SE, Minneapolis, MN 55414","1222 4th Street SE, Minneapolis, MN 55414","Public","Member",NA,NA,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/arvonne-fraser","SY2024-25","c(481261.6052","4980868.7728)",TRUE,TRUE,59197,365.18658939982,"0.226916990443176,""55414"""
"208",208,208,898072130000,"89","8072","130","8072-89-130","Sumner Library","Sumner Library","Sumner","611 Van White Memorial Blvd, Minneapolis, MN 55411","611 Van White Memorial Blvd., Minneapolis, MN 55411","Public","Member",NA,NA,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/sumner","SY2024-25","c(476773.3669","4981306.4237)",TRUE,TRUE,10013,1135.07681139301,"0.705305784603011,""55411"""
"209",209,209,898072150000,"89","8072","150","8072-89-150","Walker Library","Walker Library","Walker","2880 Hennepin Ave, Minneapolis, MN 55408","2880 Hennepin Ave, Minneapolis, MN 55408","Public","Member",NA,NA,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/walker","SY2024-25","c(476448.6568","4977394.1979)",FALSE,FALSE,10013,4009.32375284806,"2.49128447242227,""55408"""
"210",210,210,898072160000,"89","8072","160","8072-89-160","Washburn Library","Washburn Library","Washburn","5244 Lyndale Avenue S, Minneapolis, MN 55419","5244 Lyndale Avenue S, Minneapolis, MN 55419","Public","Member",NA,NA,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/washburn","SY2024-25","c(477219.2338","4972699.6344)",FALSE,FALSE,59709,6908.73898432043,"4.29290204948639,""55419"""
"211",211,211,898072170000,"89","8072","170","8072-89-170","Webber Park Library","Webber Park Library","Webber Park","4440 Humboldt Ave N, Minneapolis, MN 55412","4440 Humboldt Ave N, Minneapolis, MN 55412","Public","Member",NA,NA,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/webber-park","SY2024-25","c(476464.5092","4987041.7474)",FALSE,TRUE,1927,2577.40569415196,"1.601529629632,""55412"""
"212",212,212,898072190000,"89","8072","190","8072-89-190","Eden Prairie Library","Eden Prairie Library","Eden Prairie","565 Prairie Center Dr, Eden Prairie, MN 55344","565 Prairie Center Drive, Eden Prairie, MN 55344","Public","Member",NA,NA,"NO",1.0272e+10,"Eden Prairie",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/eden-prairie","SY2024-25","c(466162.3273","4966441.3559)",FALSE,FALSE,60632,6017.59709899103,"3.739170777456,""55344"""
"213",213,213,898072210000,"89","8072","210","8072-89-210","Excelsior Library","Excelsior Library","Excelsior","337 Water St, Excelsior, MN 55331","337 Water St., Excelsior, MN 55331","Public","Member",NA,NA,"NO",1.0276e+10,"Minnetonka",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/excelsior","SY2024-25","c(455187.854","4972178.6366)",FALSE,FALSE,7844,11866.1081060001,"7.37327606720773,""55331"""
"214",214,214,898072220000,"89","8072","220","8072-89-220","Golden Valley Library","Golden Valley Library","Golden Valley","830 Winnetka Ave N, Golden Valley, MN 55427","830 Winnetka Avenue North, Golden Valley, MN 55427","Public","Member",NA,NA,"NO",1.0281e+10,"Robbinsdale",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/golden-valley","SY2024-25","c(470071.5864","4981720.5586)",FALSE,FALSE,10013,7845.60077420558,"4.87504242372996,""55427"""
"215",215,215,898072230000,"89","8072","230","8072-89-230","Hopkins Library","Hopkins Library","Hopkins","22 11th Ave N, Hopkins, MN 55343","22 11th Avenue North, Hopkins, MN 55343","Public","Member",NA,NA,"NO",1.027e+10,"Hopkins",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/hopkins","SY2024-25","c(467314.1314","4974755.2145)",FALSE,FALSE,10013,12354.7993365776,"7.67693547452844,""55343"""
"216",216,216,898072240000,"89","8072","240","8072-89-240","Long Lake Library","Long Lake Library","Long Lake","1865 Wayzata Blvd W, Long Lake, MN 55356","1865 Wayzata Blvd West, Long Lake, MN 55356","Public","Member",NA,NA,"NO",1.0278e+10,"Orono",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/long-lake","SY2024-25","c(454939.1908","4981516.7522)",FALSE,FALSE,61453,10889.0100396654,"6.7661339677541,""55356"""
"217",217,217,898072250000,"89","8072","250","8072-89-250","Maple Grove Library","Maple Grove Library","Maple Grove","8001 Main St N, Maple Grove, MN 55369","8001 Main St. N., Maple Grove, MN 55369","Public","Member",NA,NA,"NO",1.0279e+10,"Osseo",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/maple-grove","SY2024-25","c(465270.216","4994383.2896)",FALSE,FALSE,62061,15094.2599708793,"9.37916162580891,""55369"""
"218",218,218,898072260000,"89","8072","260","8072-89-260","Maple Plain Library","Maple Plain Library","Maple Plain","5184 Main St E, Maple Plain, MN 55359","5184 Main Street East, Maple Plain, MN 55359","Public","Member",NA,NA,"NO",1.0278e+10,"Orono",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/maple-plain","SY2024-25","c(448347.0321","4984015.28)",FALSE,FALSE,61453,6932.4367908795,"4.3076272204006,""55359"""
"219",219,219,898072280000,"89","8072","280","8072-89-280","Osseo Library","Osseo Library","Osseo","415 Central Ave, Osseo, MN 55369","415 Central Avenue, Osseo, MN 55369","Public","Member",NA,NA,"NO",1.0279e+10,"Osseo",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/osseo","SY2024-25","c(468347.6388","4996446.6622)",FALSE,FALSE,62061,14150.5160141475,"8.79274486071777,""55369"""
"220",220,220,898072300000,"89","8072","300","8072-89-300","Penn Lake Library","Penn Lake Library","Penn Lake","8800 Penn Ave S, Bloomington, MN 55431","8800 Penn Avenue South, Bloomington, MN 55431","Public","Member",NA,NA,"NO",1.0271e+10,"Bloomington",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/penn-lake","SY2024-25","c(475550.7486","4965670.4539)",FALSE,FALSE,1904,5964.62704782237,"3.70625663180084,""55431"""
"221",221,221,898072330000,"89","8072","330","8072-89-330","Rockford Road Library","Rockford Road Library","Rockford Road","6401 42nd Ave N, Crystal, MN 55427","6401 42nd Avenue North, Crystal, MN 55427","Public","Member",NA,NA,"NO",1.0281e+10,"Robbinsdale",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/rockford-road","SY2024-25","c(471494.388","4986596.8896)",FALSE,FALSE,1927,6948.72770137607,"4.31774994803837,""55427"""
"222",222,222,898072350000,"89","8072","350","8072-89-350","St. Anthony Library","St. Anthony Library","St. Anthony","2941 Pentagon Dr NE, Saint Anthony, MN 55418","2941 Pentagon Drive NE, Saint Anthony, MN 55418","Public","Member",NA,NA,"NO",1.0282e+10,"St. Anthony-New Brighton",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/st-anthony","SY2024-25","c(482747.6255","4984752.2269)",FALSE,FALSE,1927,4464.79527167602,"2.77430205654245,""55418"""
"223",223,223,898072360000,"89","8072","360","8072-89-360","St. Bonifacius Library","St. Bonifacius Library","St. Bonifacius","8624 Kennedy Memorial Dr, Saint Bonifacius, MN 55375","8624 Kennedy Memorial Drive, Saint Bonifacius, MN 55375","Public","Member",NA,NA,"NO",1.011e+10,"Waconia",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/st-bonifacius","SY2024-25","c(441310.1054","4972568.0085)",FALSE,FALSE,6824,6107.50493627927,"3.79503705635805,""55375"""
"224",224,224,898072370000,"89","8072","370","8072-89-370","St. Louis Park Library","St. Louis Park Library","St. Louis Park","3240 Library Ln, Saint Louis Park, MN 55426","3240 Library Lane, Saint Louis Park, MN 55426","Public","Member",NA,NA,"NO",1.0283e+10,"St. Louis Park",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/st-louis-park","SY2024-25","c(470886.8883","4976769.6668)",FALSE,FALSE,10013,8255.85576104226,"5.1299636876249,""55426"""
"225",225,225,898072390000,"89","8072","390","8072-89-390","Wayzata Library","Wayzata Library","Wayzata","620 Rice St E, Wayzata, MN 55391","620 Rice Street, Wayzata, MN 55391","Public","Member",NA,NA,"NO",1.0284e+10,"Wayzata",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/wayzata","SY2024-25","c(459679.9378","4979861.6986)",FALSE,FALSE,61453,15085.8095224419,"9.37391074753743,""55391"""
"226",226,226,898072400000,"89","8072","400","8072-89-400","Westonka Library","Westonka Library","Westonka","2079 Commerce Blvd, Mound, MN 55364","2079 Commerce Boulevard, Mound, MN 55364","Public","Member",NA,NA,"NO",1.0277e+10,"Westonka",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/westonka","SY2024-25","c(447395.1087","4976573.399)",FALSE,FALSE,60958,12781.5620533637,"7.94211419175794,""55364"""
"227",227,227,898072410000,"89","8072","410","8072-89-410","East Lake Library","East Lake Library","East Lake","2727 E Lake St, Minneapolis, MN 55406","2727 E Lake Street, Minneapolis, MN 55406","Public","Member",NA,NA,"NO",3.0001e+10,"Minneapolis",27053,"Hennepin",2022-09-19,2023-06-23,NA,"https://www.hclib.org/about/locations/east-lake","SY2024-25","c(481703.2395","4977217.4901)",FALSE,TRUE,59197,3455.00846524578,"2.14684806519802,""55406"""
"228",228,228,8.98116e+11,"89","8116","000","8116-89","Ramsey County Library","Ramsey County Library","Ramsey County","4560 N Victoria St, Shoreview, MN 55126","4560 N Victoria St, Shoreview, MN 55126","Public","Head",NA,NA,"NO",1.0621e+10,"Mounds View",27123,"Ramsey",2022-09-19,2024-06-18,NA,"https://www.rclreads.org/","SY2024-25","c(489403.1917","4991821.4943)",FALSE,FALSE,1927,12897.6115844014,"8.01422420644577,""55126"""
