"","...1","...2","ORGID","ORGTYPE","ORGNUMBER","SCHNUMBER","FORMID","GISNAME","MDENAME","ALTNAME","GISADDR","MDEADDR","PUBPRIV","LOCTYPE","GRADERANGE","CLASS","MAGNET","LOCDISTID","LOCDISTNAM","COUNTYCODE","COUNTYNAME","CREATEDT","UPDATEDT","FED_SCHNUM","WEB_URL","YEAR","geometry","within_1mile_pp","schools_in_ej","nearest_pp_id","nearest_pp_dist_m","nearest_pp_dist_mi","zip_code"
"1",1,1,1.0011e+10,"01","0011","000","0011-01","Anoka-Hennepin District Office","Anoka-Hennepin Public School District","Anoka-Hennepin","2727 N Ferry St, Anoka, MN 55303","2727 N Ferry St, Anoka, MN 55303-1698","Public","Head",NA,NA,"NO",1.0011e+10,"Anoka-Hennepin",27003,"Anoka",2012-09-12,2022-10-24,2703180,"https://www.ahschools.us/","SY2024-25","c(469270.1391","5006242.8678)",FALSE,FALSE,62061,7740.98463518815,"4.81003680713096,""55303"""
"2",2,2,1.0015e+10,"01","0015","000","0015-01","St. Francis District Office","St. Francis Area Schools","St. Francis","4115 Ambassador Blvd NW, Saint Francis, MN 55070","4115 Ambassador Blvd, Saint Francis, MN 55070-9668","Public","Head",NA,NA,"NO",1.0015e+10,"St. Francis",27003,"Anoka",2022-09-19,2023-06-23,2733540,"https://www.isd15.org/","SY2024-25","c(470850.4368","5027425.886)",FALSE,FALSE,64818,2307.75427371674,"1.43397558857466,""55070"""
"3",3,3,10196306000,"01","0196","306","0196-01-306","Northview Elementary School Readiness","Northview Elementary School Readiness",NA,"965 Diffley Rd, Eagan, MN 55123","965 Diffley Road, Eagan, MN 55123","Public","Member",NA,85,"NO",1.0196e+10,"Rosemount-Apple Valley-Eagan",27037,"Dakota",2018-10-01,2024-07-15,2732390,NA,"SY2024-25","c(489132.2821","4961325.6394)",FALSE,FALSE,55133,2349.26491830927,"1.45976917140522,""55123"""
"4",4,4,10196307000,"01","0196","307","0196-01-307","Westview Elementary School SR","Westview Elementary School SR",NA,"225 Garden View Dr, Apple Valley, MN 55124","225 Garden View Drive, Apple Valley, MN 55124","Public","Member",NA,85,"NO",1.0196e+10,"Rosemount-Apple Valley-Eagan",27037,"Dakota",2018-10-01,2022-09-19,2732390,"https://ce.district196.org/early-childhood","SY2024-25","c(481197.1578","4953922.5004)",FALSE,FALSE,1904,8099.67818317723,"5.03291919866357,""55124"""
"5",5,5,10196308000,"01","0196","308","0196-01-308","Southview Elementary School Readiness","Southview Elementary School Readiness",NA,"1025 Whitney Dr, Apple Valley, MN 55124","1025 Whitney Drive, Apple Valley, MN 55124","Public","Member",NA,85,"NO",1.0196e+10,"Rosemount-Apple Valley-Eagan",27037,"Dakota",2018-10-01,2022-08-02,2732390,NA,"SY2024-25","c(481022.6032","4952517.0925)",FALSE,FALSE,1904,9480.09212320925,"5.89067078629081,""55124"""
"6",6,6,10196313000,"01","0196","313","0196-01-313","Thomas Lake Elementary School Readiness","Thomas Lake Elementary School Readiness",NA,"4350 Thomas Lake Rd, Eagan, MN 55122","4350 Thomas Lake Road, Eagan, MN 55122","Public","Member",NA,85,"NO",1.0196e+10,"Rosemount-Apple Valley-Eagan",27037,"Dakota",2018-10-01,2024-05-31,2732390,"https://www.district196.org/academics/early-childhood","SY2024-25","c(486249.8882","4960541.1596)",FALSE,FALSE,55133,5186.69459781807,"3.22287061641299,""55122"""
"7",7,7,10196317000,"01","0196","317","0196-01-317","Woodland Elementary School Readiness","Woodland Elementary School Readiness",NA,"945 Wescott Rd, Eagan, MN 55123","945 Wescott Road, Eagan, MN 55123","Public","Member",NA,85,"NO",1.0196e+10,"Rosemount-Apple Valley-Eagan",27037,"Dakota",2018-10-01,2022-09-19,2732390,"https://www.district196.org/academics/early-childhood","SY2024-25","c(489282.3151","4963024.5005)",TRUE,FALSE,55133,1581.74457390364,"0.982852954567487,""55123"""
"8",8,8,10196318000,"01","0196","318","0196-01-318","Pinewood Elementary School Readiness","Pinewood Elementary School Readiness",NA,"4300 Dodd Rd, Eagan, MN 55123","4300 Dodd Road, Eagan, MN 55123","Public","Member",NA,85,"NO",1.0196e+10,"Rosemount-Apple Valley-Eagan",27037,"Dakota",2018-10-01,2024-07-15,2732390,NA,"SY2024-25","c(490834.7512","4960743.8615)",FALSE,FALSE,55133,2173.3535073591,"1.35046261657518,""55123"""
"9",9,9,10196320000,"01","0196","320","0196-01-320","Oak Ridge Elementary School Readiness","Oak Ridge Elementary School Readiness",NA,"4350 Johnny Cake Ridge Rd, Eagan, MN 55122","4350 Johnny Cake Ridge Road , Eagan, MN 55122","Public","Member",NA,85,"NO",1.0196e+10,"Rosemount-Apple Valley-Eagan",27037,"Dakota",2018-10-01,2022-05-10,2732390,"https://www.district196.org/academics/early-childhood","SY2024-25","c(485353.9649","4960612.0652)",FALSE,FALSE,1904,5305.43138745836,"3.29665042033279,""55122"""
"10",10,10,10196321000,"01","0196","321","0196-01-321","Dakota Valley Learning Center SR","Dakota Valley Learning Center SR",NA,"4679 144th St W, Apple Valley, MN 55124","4679 144th Street West, Apple Valley, MN 55124","Public","Member",NA,85,"NO",1.0196e+10,"Rosemount-Apple Valley-Eagan",27037,"Dakota",2018-10-01,2022-03-14,2732390,"https://www.district196.org/academics/early-childhood","SY2024-25","c(487304.4518","4954246.8224)",FALSE,FALSE,62740,8257.86783712677,"5.13121393684788,""55124"""
"11",11,11,1.0197e+10,"01","0197","000","0197-01","West St. Paul-Mendota Hts.-Eagan District Office","West St. Paul-Mendota Heights-Eagan","West St. Paul-Mendota Hts.-Eagan","1897 Delaware Ave, Mendota Heights, MN 55118","1897 Delaware Ave, Mendota Heights, MN 55118-4338","Public","Head",NA,NA,"NO",1.0197e+10,"West St. Paul-Mendota Hts.-Eagan",27037,"Dakota",2022-09-19,2024-07-10,2742270,"https://www.isd197.org/","SY2024-25","c(491480.6859","4970445.6645)",FALSE,FALSE,1912,4899.13999223244,"3.04419202420398,""55118"""
"12",12,12,10197824000,"01","0197","824","0197-01-824","West St. Paul-Mendota Hts.-Eagan School Readiness","West St. Paul-Mendota Hts.-Eagan School Readiness",NA,"1970 Christensen Ave, West Saint Paul, MN 55118","1970 Christensen Ave, West Saint Paul, MN 55118","Public","Member",NA,85,"NO",1.0197e+10,"West St. Paul-Mendota Hts.-Eagan",27037,"Dakota",2018-10-01,2023-06-22,2742270,"https://www.isd197.org/schools/early-childhood-education-2","SY2024-25","c(494709.7643","4970344.5199)",FALSE,TRUE,63178,3204.36007584287,"1.99110198953787,""55118"""
"13",13,13,1.027e+10,"01","0270","000","0270-01","Hopkins District Office","Hopkins Public School District","Hopkins","1001 Highway 7, Hopkins, MN 55305","1001 Highway 7, Hopkins, MN 55305","Public","Head",NA,NA,"NO",1.027e+10,"Hopkins",27053,"Hennepin",2022-09-19,2023-06-23,2714260,"https://www.hopkinsschools.org/","SY2024-25","c(467482.436","4975720.0787)",FALSE,FALSE,10013,11735.8577757462,"7.29234206304834,""55305"""
"14",14,14,10270572000,"01","0270","572","0270-01-572","Harley Hopkins Preschool - School Readiness","Harley Hopkins Preschool - School Readiness",NA,"125 Monroe Ave S, Hopkins, MN 55343","125 Monroe Avenue S, Hopkins, MN 55343","Public","Member",NA,85,"NO",1.027e+10,"Hopkins",27053,"Hennepin",2018-10-01,2022-09-19,2714260,NA,"SY2024-25","c(468781.9292","4974318.5901)",FALSE,TRUE,10013,11379.5534649448,"7.07094427836554,""55343"""
"15",15,15,10270575000,"01","0270","575","0270-01-575","Alice Smith Preschool - School Readiness","Alice Smith Preschool - School Readiness",NA,"801 Minnetonka Mills Rd, Hopkins, MN 55343","801 Minnetonka Mills Road, Hopkins, MN 55343","Public","Member",NA,85,"NO",1.027e+10,"Hopkins",27053,"Hennepin",2018-10-01,2022-02-15,2714260,NA,"SY2024-25","c(467602.1263","4975499.9997)",FALSE,FALSE,10013,11733.8509351588,"7.29109506702053,""55343"""
"16",16,16,10270576000,"01","0270","576","0270-01-576","Glen Lake Preschool - School Readiness","Glen Lake Preschool - School Readiness",NA,"4801 Woodridge Rd, Minnetonka, MN 55345","4801 Woodbridge Road, Minnetonka, MN 55345","Public","Member",NA,85,"NO",1.027e+10,"Hopkins",27053,"Hennepin",2018-10-01,2022-02-15,2714260,NA,"SY2024-25","c(463938.845","4973650.3067)",FALSE,FALSE,60919,13285.4776166592,"8.2552335843633,""55345"""
"17",17,17,10270577000,"01","0270","577","0270-01-577","Meadowbrook Preschool - School Readiness","Meadowbrook Preschool - School Readiness",NA,"5430 Glenwood Ave, Golden Valley, MN 55422","5430 Glenwood Avenue, Golden Valley, MN 55422","Public","Member",NA,85,"NO",1.027e+10,"Hopkins",27053,"Hennepin",2018-10-01,2022-10-31,2714260,NA,"SY2024-25","c(472431.0182","4980608.5592)",FALSE,FALSE,10013,5489.328143395,"3.41091885083016,""55422"""
"18",18,18,1.0271e+10,"01","0271","000","0271-01","Bloomington District Office","Bloomington Public Schools","Bloomington","1350 W 106th St, Bloomington, MN 55431","1350 W 106th St, Bloomington, MN 55431-4152","Public","Head",NA,NA,"NO",1.0271e+10,"Bloomington",27053,"Hennepin",2022-09-19,2024-05-30,2705790,"https://www.bloomington.k12.mn.us/","SY2024-25","c(476678.8949","4962167.789)",FALSE,FALSE,1904,3550.51965376961,"2.20619611379174,""55431"""
"19",19,19,10271918000,"01","0271","918","0271-01-918","Metro South Adult Basic Education","Metro South Adult Basic Education",NA,"2575 W 88th St, Bloomington, MN 55431","2575 W 88th St, Bloomington, MN 55431","Public","Member",NA,90,"NO",1.0271e+10,"Bloomington",27053,"Hennepin",2018-10-01,2024-07-10,2705790,"https://www.bloomington.k12.mn.us/","SY2024-25","c(475254.6495","4965651.4701)",FALSE,FALSE,1904,6187.99460209199,"3.84505114027613,""55431"""
"20",20,20,1.0272e+10,"01","0272","000","0272-01","Eden Prairie District Office","Eden Prairie Public School District","Eden Prairie","8100 School Rd, Eden Prairie, MN 55344","8100 School Rd, Eden Prairie, MN 55344","Public","Head",NA,NA,"NO",1.0272e+10,"Eden Prairie",27053,"Hennepin",2022-09-19,2022-11-17,2714220,"https://www.edenpr.org/","SY2024-25","c(462207.3513","4967008.3098)",FALSE,FALSE,60919,7311.2596996531,"4.54301744793089,""55344"""
"21",21,21,10272890000,"01","0272","890","0272-01-890","Eden Prairie ECFE","Eden Prairie ECFE",NA,"8040 Mitchell Rd, Eden Prairie, MN 55344","8040 Mitchell Rd, Eden Prairie, MN 55344","Public","Member",NA,84,"NO",1.0272e+10,"Eden Prairie",27053,"Hennepin",2018-10-01,2024-07-23,2714220,"https://www.edenpr.org/","SY2024-25","c(463412.5488","4967053.7537)",FALSE,FALSE,60919,6907.75965584951,"4.29229352147434,""55344"""
"22",22,22,1.0276e+10,"01","0276","000","0276-01","Minnetonka District Office","Minnetonka Public School District","Minnetonka","5621 County Road 101, Minnetonka, MN 55345","5621 County Rd 101, Minnetonka, MN 55345-4214","Public","Head",NA,NA,"NO",1.0276e+10,"Minnetonka",27053,"Hennepin",2022-09-19,2023-01-23,2711670,"https://www.minnetonkaschools.org/","SY2024-25","c(459767.1305","4972135.6079)",FALSE,FALSE,57119,11986.1514254081,"7.44786771310481,""55345"""
"23",23,23,10276901000,"01","0276","901","0276-01-901","ECFE","ECFE",NA,"4584 Vine Hill Rd, Excelsior, MN 55331","4584 Vine Hill Rd, Excelsior, MN 55331","Public","Member",NA,84,"NO",1.0276e+10,"Minnetonka",27053,"Hennepin",2022-10-10,2022-10-10,2711670,"https://www.minnetonkaschools.org/district/mcec/early-childhood/preschool","SY2024-25","c(458646.8998","4974365.4115)",FALSE,FALSE,57119,14035.3213403561,"8.7211660310165,""55331"""
"24",24,24,1.0277e+10,"01","0277","000","0277-01","Westonka District Office","Westonka Public School District","Westonka","5901 Sunnyfield Rd E, Minnetrista, MN 55364","5901 Sunnyfield Rd E, Minnetrista, MN 55364-8250","Public","Head",NA,NA,"NO",1.0277e+10,"Westonka",27053,"Hennepin",2022-09-19,2024-05-31,2722920,"https://www.westonka.k12.mn.us/","SY2024-25","c(447145.6859","4978196.5338)",FALSE,FALSE,60958,12672.3508211428,"7.87425330951992,""55364"""
"25",25,25,10277015000,"01","0277","015","0277-01-015","Westonka Community Preschool - EC","Westonka Community Preschool - EC Center",NA,"2450 Wilshire Blvd, Mound, MN 55364","2450 Wilshire Blvd, Mound, MN 55364","Public","Member",NA,85,"NO",1.0277e+10,"Westonka",27053,"Hennepin",2018-10-01,2024-09-03,2722920,"https://www.westonka.k12.mn.us/","SY2024-25","c(448139.3368","4975822.1962)",FALSE,FALSE,61500,13280.004159988,"8.25183252761258,""55364"""
"26",26,26,10277025000,"01","0277","025","0277-01-025","Westonka Community Preschool EL Ctr","Westonka Community Preschool Early Learning Center",NA,"5700 Game Farm Rd, Minnetrista, MN 55364","5700 Game Farm Road, Minnetrista, MN 55364","Public","Member",NA,85,"NO",1.0277e+10,"Westonka",27053,"Hennepin",2018-10-01,2024-05-31,2722920,"https://www.westonka.k12.mn.us/","SY2024-25","c(447178.1634","4977972.4745)",FALSE,FALSE,60958,12672.8946652871,"7.87459123944415,""55364"""
"27",27,27,1.0278e+10,"01","0278","000","0278-01","Orono District Office","Orono Public School District","Orono","685 Old Crystal Bay Rd N, Long Lake, MN 55356","685 Old Crystal Bay Rd N, Long Lake, MN 55356-8315","Public","Head",NA,NA,"NO",1.0278e+10,"Orono",27053,"Hennepin",2022-09-19,2024-05-30,2725080,"https://www.oronoschools.org/","SY2024-25","c(453080.159","4982098.5809)",FALSE,FALSE,61453,9526.90657453736,"5.91976001002732,""55356"""
"28",28,28,10278650000,"01","0278","650","0278-01-650","Orono ECFE","Orono ECFE",NA,"5050 Independence St, Maple Plain, MN 55359","5050 Independence Street , Maple Plain, MN 55359","Public","Member",NA,84,"NO",1.0278e+10,"Orono",27053,"Hennepin",2018-10-01,2024-08-13,2725080,"https://ce.oronoschools.org/early-learning/programs/ecfe-classes","SY2024-25","c(448594.5853","4984155.3605)",FALSE,FALSE,61453,6761.16728329273,"4.20120501776675,""55359"""
"29",29,29,10279997000,"01","0279","997","0279-01-997","Early Childhood Family Education (Osseo)","Early Childhood Family Education",NA,"9401 Fernbrook Ln, Maple Grove, MN 55369","9401 Fernbrook Ln, Maple Grove, MN 55369-9746","Public","Member",NA,84,"NO",1.0279e+10,"Osseo",27053,"Hennepin",2018-10-01,2024-08-21,2725200,"https://ce.district279.org/early-childhood/ecfe","SY2024-25","c(463626.962","4997062.8674)",FALSE,FALSE,62061,12173.3919807339,"7.56421388937943,""55369"""
"30",30,30,1.028e+10,"01","0280","000","0280-01","Richfield District Office","Richfield Public School District","Richfield","401 70th St W, Richfield, MN 55423","401 70th St W, Richfield, MN 55423-3000","Public","Head",NA,NA,"NO",1.028e+10,"Richfield",27053,"Hennepin",2022-09-19,2023-06-23,2731750,"https://www.richfieldschools.org/","SY2024-25","c(477467.4","4969217.6783)",FALSE,FALSE,59709,5961.95973744523,"3.70459923785231,""55423"""
"31",31,31,1.0281e+10,"01","0281","000","0281-01","Robbinsdale District Office","Robbinsdale Public School District","Robbinsdale","4148 Winnetka Ave N, New Hope, MN 55427","4148 Winnetka Ave N, New Hope, MN 55427-1288","Public","Head",NA,NA,"NO",1.0281e+10,"Robbinsdale",27053,"Hennepin",2022-09-19,2023-06-23,2731780,"https://www.rdale.org/","SY2024-25","c(470090.7443","4986606.3332)",FALSE,FALSE,1927,8331.48000263119,"5.17695452957808,""55427"""
"32",32,32,10281300000,"01","0281","300","0281-01-300","2/3 Day Preschool - NHLC","2/3 Day Preschool - NHLC",NA,"8301 47th Ave N, New Hope, MN 55428","8301 47th Ave N, New Hope, MN 55428","Public","Member",NA,85,"NO",1.0281e+10,"Robbinsdale",27053,"Hennepin",2018-10-01,2022-09-19,2731780,"https://www.rdale.org/","SY2024-25","c(469552.5162","4987401.729)",FALSE,FALSE,1927,9019.60104735968,"5.60453418628735,""55428"""
"33",33,33,10281304000,"01","0281","304","0281-01-304","ECFE Family Literacy","ECFE Family Literacy",NA,"305 Willow Bend, Crystal, MN 55428","305 Willow Bend, Crystal, MN 55428","Public","Member",NA,84,"NO",1.0281e+10,"Robbinsdale",27053,"Hennepin",2018-10-01,2022-09-19,2731780,"https://www.rdale.org/","SY2024-25","c(470954.9434","4988894.1593)",FALSE,FALSE,1927,8211.57097217568,"5.10244632717492,""55428"""
"34",34,34,10281312000,"01","0281","312","0281-01-312","Early Adventures - Neill","Early Adventures-Neill",NA,"6600 Medicine Lake Rd, Crystal, MN 55427","6600 Medicine Lake Rd, Crystal, MN 55427","Public","Member",NA,85,"NO",1.0281e+10,"Robbinsdale",27053,"Hennepin",2018-10-01,2022-05-03,2731780,NA,"SY2024-25","c(471322.3144","4983920.9995)",FALSE,FALSE,1927,7111.33286417368,"4.41878836303931,""55427"""
"35",35,35,1.0282e+10,"01","0282","000","0282-01","St. Anthony-New Brighton District Office","St. Anthony-New Brighton Schools","St. Anthony-New Brighton","3303 33rd Ave NE, Saint Anthony, MN 55418","3303 33rd Ave NE, Saint Anthony, MN 55418-9971","Public","Head",NA,NA,"NO",1.0282e+10,"St. Anthony-New Brighton",27053,"Hennepin",2022-09-19,2023-06-23,2733420,"https://www.isd282.org/","SY2024-25","c(483122.0298","4986170.0025)",FALSE,FALSE,1927,4900.81663662257,"3.04523384531707,""55418"""
"36",36,36,10282060000,"01","0282","060","0282-01-060","St. Anthony Community Srvs Prg ECFE","St. Anthony Community Services Program - ECFE",NA,"3301 Silver Lake Rd, Saint Anthony, MN 55418","3301 Silver Lake Rd, Saint Anthony, MN 55418","Public","Member",NA,84,"NO",1.0282e+10,"St. Anthony-New Brighton",27053,"Hennepin",2018-10-01,2022-06-17,2733420,"https://www.isd282.org/","SY2024-25","c(482882.331","4986252.7816)",FALSE,FALSE,1927,4682.83338942256,"2.90978499846059,""55418"""
"37",37,37,1.0283e+10,"01","0283","000","0283-01","St. Louis Park District Office","St. Louis Park Public School District","St. Louis Park","6300 Walker St, Saint Louis Park, MN 55416","6300 Walker St, Saint Louis Park, MN 55416","Public","Head",NA,NA,"NO",1.0283e+10,"St. Louis Park",27053,"Hennepin",2022-09-19,2024-05-29,2733780,"https://www.slpschools.org/","SY2024-25","c(471672.7017","4976302.3109)",FALSE,FALSE,10013,7877.78828081452,"4.8950428627975,""55416"""
"38",38,38,1.0621e+10,"01","0621","000","0621-01","Mounds View District Office","Mounds View Public School District","Mounds View","4570 Victoria St N, Shoreview, MN 55126","4570 Victoria St N, Shoreview, MN 55126-5800","Public","Head",NA,NA,"NO",1.0621e+10,"Mounds View",27123,"Ramsey",2022-09-19,2024-06-18,2722950,"https://www.moundsviewschools.org","SY2024-25","c(489403.0539","4991882.4898)",FALSE,FALSE,1927,12928.7140000448,"8.03355039957053,""55126"""
"39",39,39,10621003000,"01","0621","003","0621-01-003","Mounds View Early Childhood Family","Mounds View Early Childhood Family Education",NA,"2101 14th St NW, New Brighton, MN 55112","2101 14th St NW, New Brighton, MN 55112-1841","Public","Member",NA,84,"NO",1.0621e+10,"Mounds View",27123,"Ramsey",2018-10-01,2022-09-19,2722950,"https://www.moundsviewschools.org/earlychildhood","SY2024-25","c(483033.4375","4990887.2321)",FALSE,FALSE,1927,7360.53522723855,"4.57363591735653,""55112"""
"40",40,40,1.0622e+10,"01","0622","000","0622-01","North St. Paul-Maplewood Oakdale District Office","North St. Paul-Maplewood Oakdale Public School District","North St. Paul-Maplewood Oakdale","2520 12th Ave E, North Saint Paul, MN 55109","2520 12th Ave E, North Saint Paul, MN 55109-2420","Public","Head",NA,NA,"NO",1.0622e+10,"North St. Paul-Maplewood Oakdale",27123,"Ramsey",2022-09-19,2024-05-29,2723850,"http://www.isd622.org/","SY2024-25","c(500381.4612","4984739.7391)",FALSE,TRUE,55824,11182.9695385959,"6.94879238606878,""55109"""
"41",41,41,10622006000,"01","0622","006","0622-01-006","Early Childhood Family Education","Early Childhood Family Education (ECFE)",NA,"1945 Manton St, Maplewood, MN 55109","1945 Manton Street, Maplewood, MN 55109","Public","Member",NA,84,"NO",1.0622e+10,"North St. Paul-Maplewood Oakdale",27123,"Ramsey",2018-10-01,2022-09-19,2723850,"http://isd622.org","SY2024-25","c(496874.5163","4982973.9747)",FALSE,TRUE,55824,7388.67908794856,"4.5911237451058,""55109"""
"42",42,42,1.0623e+10,"01","0623","000","0623-01","Roseville District Office","Roseville Public School District","Roseville","1251 County Road B2 W, Roseville, MN 55113","1251 County Road B2 West, Roseville, MN 55113-3205","Public","Head",NA,NA,"NO",1.0623e+10,"Roseville",27123,"Ramsey",2022-09-19,2023-06-23,2732430,"http://www.isd623.org","SY2024-25","c(487956.2413","4984575.0717)",FALSE,FALSE,55824,7778.76219640939,"4.83351075373096,""55113"""
"43",43,43,10623100000,"01","0623","100","0623-01-100","Parkview PreK","Parkview PreK",NA,"701 County Road B W, Roseville, MN 55113","701 County Road B W, Roseville, MN 55113","Public","Member",NA,85,"NO",1.0623e+10,"Roseville",27123,"Ramsey",2018-10-01,2022-09-19,2732430,NA,"SY2024-25","c(489778.6967","4983850.3398)",FALSE,FALSE,55824,6397.8274930957,"3.97543557799825,""55113"""
"44",44,44,10623102000,"01","0623","102","0623-01-102","Brimhall PreK","Brimhall PreK",NA,"1744 County Road B W, Roseville, MN 55113","1744 County Road B West, Roseville, MN 55113","Public","Member",NA,85,"NO",1.0623e+10,"Roseville",27123,"Ramsey",2018-10-01,2024-05-28,2732430,NA,"SY2024-25","c(486325.814","4983555.0649)",FALSE,FALSE,59197,6079.30609038239,"3.77751506231274,""55113"""
"45",45,45,10623104000,"01","0623","104","0623-01-104","Emmet D Williams PreK","Emmet D Williams PreK",NA,"955 County Road D W, Shoreview, MN 55126","955 County Road D West, Shoreview, MN 55126","Public","Member",NA,85,"NO",1.0623e+10,"Roseville",27123,"Ramsey",2018-10-01,2022-09-16,2732430,NA,"SY2024-25","c(488943.4048","4987012.6059)",FALSE,FALSE,55824,9666.75800311307,"6.00665987492579,""55126"""
"46",46,46,10623106000,"01","0623","106","0623-01-106","Central Park PreK","Central Park PreK",NA,"535 County Road B2 W, Roseville, MN 55113","535 County Road B-2 West, Roseville, MN 55113","Public","Member",NA,85,"NO",1.0623e+10,"Roseville",27123,"Ramsey",2018-10-01,2023-01-23,2732430,NA,"SY2024-25","c(490328.1744","4984522.0499)",FALSE,FALSE,55824,6915.79466124395,"4.29728625476528,""55113"""
"47",47,47,10623107000,"01","0623","107","0623-01-107","Fairview PreK","Fairview PreK",NA,"1910 County Road B W, Roseville, MN 55113","1910 County Road B West, Roseville, MN 55113","Public","Member",NA,85,"NO",1.0623e+10,"Roseville",27123,"Ramsey",2018-10-01,2024-05-28,2732430,NA,"SY2024-25","c(485753.0903","4983572.573)",FALSE,FALSE,59197,5594.86650303607,"3.47649751018186,""55113"""
"48",48,48,10623108000,"01","0623","108","0623-01-108","Harambee PreK","Harambee PreK",NA,"30 County Road B E, Maplewood, MN 55117","30 County Road B East, Maplewood, MN 55117","Public","Member",NA,85,"NO",1.0623e+10,"Roseville",27123,"Ramsey",2018-10-01,2022-03-23,2732430,NA,"SY2024-25","c(492089.9782","4983498.9019)",FALSE,TRUE,55824,5778.3896545805,"3.59053379309562,""55117"""
"49",49,49,1.0624e+10,"01","0624","000","0624-01","White Bear Lake District Office","White Bear Lake School District","White Bear Lake","4855 Bloom Ave, White Bear Lake, MN 55110","4855 Bloom Ave, White Bear Lake, MN 55110-2731","Public","Head",NA,NA,"NO",1.0624e+10,"White Bear Lake",27123,"Ramsey",2022-09-19,2023-06-23,2742360,"http://www.isd624.org","SY2024-25","c(498978.6268","4992781.6044)",FALSE,FALSE,63576,12092.5729424623,"7.51399514239518,""55110"""
"50",50,50,10624040000,"01","0624","040","0624-01-040","White Bear Lake Area Preschool","White Bear Lake Area Preschool",NA,"2482 County Road F E, White Bear Lake, MN 55110","2482 County Road F East, White Bear Lake, MN 55110-7404","Public","Member",NA,85,"NO",1.0624e+10,"White Bear Lake",27123,"Ramsey",2018-10-01,2022-03-21,2742360,"http://www.isd624.org","SY2024-25","c(500333.4067","4989998.5438)",FALSE,FALSE,63576,14399.8940733017,"8.94770158779484,""55110"""
"51",51,51,1.0625e+10,"01","0625","000","0625-01","Saint Paul District Office","Saint Paul Public Schools","Saint Paul","360 Colborne St, Saint Paul, MN 55102","360 Colborne St, Saint Paul, MN 55102-3299","Public","Head",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2022-09-19,2024-05-29,2733840,"http://www.spps.org/","SY2024-25","c(490594.9171","4975215.0845)",TRUE,FALSE,1912,603.14437608958,"0.374777471565723,""55102"""
"52",52,52,10625017000,"01","0625","017","0625-01-017","School Readiness","School Readiness",NA,"1845 Sheridan Ave W, Saint Paul, MN 55116","1845 Sheridan Avenue, Saint Paul, MN 55116","Public","Member",NA,85,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2018-10-01,2022-12-06,2733840,NA,"SY2024-25","c(485884.3793","4972084.2046)",FALSE,FALSE,57069,2216.84154574151,"1.37748489799639,""55116"""
"53",53,53,10625018000,"01","0625","018","0625-01-018","Early Childhood Family Education","Early Childhood Family Education",NA,"1599 Englewood Ave, Saint Paul, MN 55104","1599 Englewood Ave, Saint Paul, MN 55104","Public","Member",NA,84,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2018-10-01,2022-09-19,2733840,NA,"SY2024-25","c(486752.6259","4979030.5012)",FALSE,TRUE,55824,5078.1088996419,"3.15539842397622,""55104"""
"54",54,54,10625065000,"01","0625","065","0625-01-065","Central Service Facilities","Central Service Facilities",NA,"1930 Como Ave, Saint Paul, MN 55108","1930 Como Ave, Saint Paul, MN 55108-2778","Public","Member",NA,90,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2018-10-01,2022-12-06,2733840,NA,"SY2024-25","c(485590.4671","4980228.2911)",FALSE,FALSE,59197,4594.12339377287,"2.85466302569555,""55108"""
"55",55,55,10625765000,"01","0625","765","0625-01-765","Media Services","Media Services",NA,"600 Weir Dr, Woodbury, MN 55125","600 Weir Dr, Woodbury, MN 55125","Public","Member",NA,90,"NO",1.0833e+10,"South Washington County",27163,"Washington",2018-10-01,2022-09-19,2733840,"http://www.spps.org","SY2024-25","c(502211.8133","4976046.5661)",FALSE,FALSE,63231,6220.17646771018,"3.86504807418581,""55125"""
"56",56,56,1.0832e+10,"01","0832","000","0832-01","Mahtomedi District Office","Mahtomedi Public School District","Mahtomedi","1520 Mahtomedi Ave, Mahtomedi, MN 55115","1520 Mahtomedi Ave, Mahtomedi, MN 55115-1907","Public","Head",NA,NA,"NO",1.0832e+10,"Mahtomedi",27163,"Washington",2022-09-19,2023-06-23,2718750,"https://www.mahtomedi.k12.mn.us/","SY2024-25","c(503449.4851","4991063.0488)",FALSE,FALSE,63576,13045.3637892835,"8.1060333983394,""55115"""
"57",57,57,10833143000,"01","0833","143","0833-01-143","Red Rock Elementary School Readiness","Red Rock Elementary School Readiness",NA,"3311 Commonwealth Ave, Woodbury, MN 55125","3311 Commonwealth Ave, Woodbury, MN 55125","Public","Member",NA,85,"NO",1.0833e+10,"South Washington County",27163,"Washington",2018-10-01,2022-06-01,2733810,"http://www.sowashco.org","SY2024-25","c(504219.1586","4971763.002)",FALSE,FALSE,63231,2538.06282833285,"1.57708304543033,""55125"""
